community_profile_case,profile_id,climate_zone,scenario_id,scenario_hash,episode_seed,dc_operation,bess_enabled,dc_scale_of_reference_mix,maximum_pv_curtailment_fraction,status,pv_rated_kw,total_community_load_kwh,total_pv_available_kwh,total_pv_used_kwh,maximum_pcc_import_kw,deadline_miss_fraction,terminal_backlog_fraction
climate_5a,eulp_mixed_5a,5A,hourly_seed_10045,818b81e624aa23a795f5e924d989041f266048226b8d5aa71a7be30ac3a5ef2d,10045,rigid,False,1,0.05,optimal,712.263431042,75189.602568,30876.7868536,29332.9475109,613.949220968,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10045,818b81e624aa23a795f5e924d989041f266048226b8d5aa71a7be30ac3a5ef2d,10045,flexible,True,1,0.05,optimal,800.585524916,75189.602568,34705.570346,32970.2918287,638.633999595,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10045,818b81e624aa23a795f5e924d989041f266048226b8d5aa71a7be30ac3a5ef2d,10045,rigid,True,1,0.05,optimal,769.994261092,75189.602568,33379.4318816,31710.4602875,612.584709763,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10046,a45100502d10189d9ae99cac51b265f44fbfa6c14346be8d7c86c1ed757717f4,10046,flexible,False,1,0.05,optimal,665.409728655,61180.4509578,34766.711978,33028.3763791,628.605083397,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10046,a45100502d10189d9ae99cac51b265f44fbfa6c14346be8d7c86c1ed757717f4,10046,rigid,False,1,0.05,optimal,633.150204462,61180.4509578,33081.1977183,31427.1378324,607.073215788,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10046,a45100502d10189d9ae99cac51b265f44fbfa6c14346be8d7c86c1ed757717f4,10046,flexible,True,1,0.05,optimal,716.826223175,61180.4509578,37453.1506922,35580.4931576,624.916382033,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10046,a45100502d10189d9ae99cac51b265f44fbfa6c14346be8d7c86c1ed757717f4,10046,rigid,True,1,0.05,optimal,687.350283801,61180.4509578,35913.0747805,34117.4210415,605.043558074,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10047,7a4d63a72d60ac802d8f1dcb24f69eda3f2f8d7116d9d855eb3f3fcdcc52feb4,10047,flexible,False,1,0.05,optimal,764.46702167,60704.1158512,35020.1860738,33269.1767701,623.013822587,0.00726712409536,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10047,7a4d63a72d60ac802d8f1dcb24f69eda3f2f8d7116d9d855eb3f3fcdcc52feb4,10047,rigid,False,1,0.05,optimal,710.493260836,60704.1158512,32547.6514922,30920.2689176,588.3758666,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10047,7a4d63a72d60ac802d8f1dcb24f69eda3f2f8d7116d9d855eb3f3fcdcc52feb4,10047,flexible,True,1,0.05,optimal,826.895858806,60704.1158512,37880.0471677,35986.0448093,622.972376298,0.00683607522668,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10047,7a4d63a72d60ac802d8f1dcb24f69eda3f2f8d7116d9d855eb3f3fcdcc52feb4,10047,rigid,True,1,0.05,optimal,772.702759222,60704.1158512,35397.4646919,33627.5914573,588.042786041,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10048,08c6c9a5b9e533fd81182e964b2481b2529ee8c7cc89b6b25bd30d96ace863a7,10048,flexible,False,1,0.05,optimal,806.317257693,67700.9341257,45050.4795302,42797.9555537,674.593246328,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10048,08c6c9a5b9e533fd81182e964b2481b2529ee8c7cc89b6b25bd30d96ace863a7,10048,rigid,False,1,0.05,optimal,716.841407216,67700.9341257,40051.2935003,38048.7288252,639.059794791,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10048,08c6c9a5b9e533fd81182e964b2481b2529ee8c7cc89b6b25bd30d96ace863a7,10048,flexible,True,1,0.05,optimal,872.069972165,67700.9341257,48724.2088087,46287.9983683,661.361851086,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10048,08c6c9a5b9e533fd81182e964b2481b2529ee8c7cc89b6b25bd30d96ace863a7,10048,rigid,True,1,0.05,optimal,770.933059795,67700.9341257,43073.497061,40919.8222079,639.039036888,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10049,2e149e84d83198e6a7d9b057b74e16057eb3c4e01eea1f278a1e5ccad974147f,10049,flexible,False,1,0.05,optimal,866.449469651,83665.4771377,49200.6888041,46740.6543639,755.061377343,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10049,2e149e84d83198e6a7d9b057b74e16057eb3c4e01eea1f278a1e5ccad974147f,10049,rigid,False,1,0.05,optimal,832.234703284,83665.4771377,47257.8287395,44894.9373026,738.508828307,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10049,2e149e84d83198e6a7d9b057b74e16057eb3c4e01eea1f278a1e5ccad974147f,10049,flexible,True,1,0.05,optimal,918.432449398,83665.4771377,52152.5036522,49544.8784696,758.259922892,0.00643460489222,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10049,2e149e84d83198e6a7d9b057b74e16057eb3c4e01eea1f278a1e5ccad974147f,10049,rigid,True,1,0.05,optimal,886.321209516,83665.4771377,50329.0907748,47812.6362361,738.129695871,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10050,3f1e3c0800abf2a21bed2dcfc6b00e0ddc6ab240e88274c36dc3278c93fc98c1,10050,flexible,False,1,0.05,optimal,827.399091196,81945.0234886,52743.2260239,50106.0647227,716.379984993,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10050,3f1e3c0800abf2a21bed2dcfc6b00e0ddc6ab240e88274c36dc3278c93fc98c1,10050,rigid,False,1,0.05,optimal,782.571476817,81945.0234886,49885.6533937,47391.370724,702.958862882,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10050,3f1e3c0800abf2a21bed2dcfc6b00e0ddc6ab240e88274c36dc3278c93fc98c1,10050,flexible,True,1,0.05,optimal,880.224853594,81945.0234886,56110.6470856,53305.1147313,719.229133594,0.00840255547556,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10050,3f1e3c0800abf2a21bed2dcfc6b00e0ddc6ab240e88274c36dc3278c93fc98c1,10050,rigid,True,1,0.05,optimal,837.073754099,81945.0234886,53359.9452561,50691.9479932,702.4429352,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10051,584a08081dc8cb515cac059f51ce456813aa13a9e26d148b368a44aaa9330d25,10051,flexible,False,1,0.05,optimal,831.877483008,81137.6016368,49867.6868653,47374.302522,735.426046412,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10051,584a08081dc8cb515cac059f51ce456813aa13a9e26d148b368a44aaa9330d25,10051,rigid,False,1,0.05,optimal,769.104650876,81137.6016368,46104.7097438,43799.4742566,704.300978337,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10051,584a08081dc8cb515cac059f51ce456813aa13a9e26d148b368a44aaa9330d25,10051,flexible,True,1,0.05,optimal,885.264750814,81137.6016368,53068.0374072,50414.6355368,733.424003881,0.00423262932051,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10051,584a08081dc8cb515cac059f51ce456813aa13a9e26d148b368a44aaa9330d25,10051,rigid,True,1,0.05,optimal,824.794771143,81137.6016368,49443.1069666,46970.9516183,691.573113594,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10052,5f9e53953fc3701c9b7e98bc1515a7cef3993c799976f7b7b30383629a82427e,10052,flexible,False,1,0.05,optimal,801.308758161,71438.4593795,34353.9631404,32636.2649834,585.356368564,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10052,5f9e53953fc3701c9b7e98bc1515a7cef3993c799976f7b7b30383629a82427e,10052,rigid,False,1,0.05,optimal,751.882261628,71438.4593795,32234.93471,30623.1879745,582.509732956,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10052,5f9e53953fc3701c9b7e98bc1515a7cef3993c799976f7b7b30383629a82427e,10052,flexible,True,1,0.05,optimal,863.164738996,71438.4593795,37005.8723627,35155.5787445,602.67750918,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10052,5f9e53953fc3701c9b7e98bc1515a7cef3993c799976f7b7b30383629a82427e,10052,rigid,True,1,0.05,optimal,819.730889646,71438.4593795,35143.7626023,33386.5744722,582.504179414,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10053,8e9900935bbd3637b8351e970e3cc3b0e76990341b5922934e8d0275b0e46a16,10053,flexible,False,1,0.05,optimal,924.066785611,85172.4156893,49282.6768519,46818.5430093,760.31444106,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10053,8e9900935bbd3637b8351e970e3cc3b0e76990341b5922934e8d0275b0e46a16,10053,rigid,False,1,0.05,optimal,905.019305778,85172.4156893,48266.8295039,45853.4880287,719.607745201,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10053,8e9900935bbd3637b8351e970e3cc3b0e76990341b5922934e8d0275b0e46a16,10053,flexible,True,1,0.05,optimal,986.218188315,85172.4156893,52597.3588024,49967.4908623,755.854121569,0.00597188690586,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10053,8e9900935bbd3637b8351e970e3cc3b0e76990341b5922934e8d0275b0e46a16,10053,rigid,True,1,0.05,optimal,970.436463318,85172.4156893,51755.6819179,49167.897822,719.149187827,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10054,bda7e2a370e8c0b09e07e33a9ddefad75453c21f7f93c7d678e72157be42199f,10054,flexible,False,1,0.05,optimal,777.691447783,74786.8029166,25788.4733406,24499.0496736,627.444654103,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10054,bda7e2a370e8c0b09e07e33a9ddefad75453c21f7f93c7d678e72157be42199f,10054,rigid,False,1,0.05,optimal,759.702172304,74786.8029166,25191.9437627,23932.3465746,621.335543177,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10054,bda7e2a370e8c0b09e07e33a9ddefad75453c21f7f93c7d678e72157be42199f,10054,flexible,True,1,0.05,optimal,845.246438087,74786.8029166,28028.6163581,26627.1855402,633.805925652,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10054,bda7e2a370e8c0b09e07e33a9ddefad75453c21f7f93c7d678e72157be42199f,10054,rigid,True,1,0.05,optimal,830.161943325,74786.8029166,27528.4101489,26151.9896415,621.335543177,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10055,560504d97ebfcda306bad71fb13a2396cf0e14a74dbb7771c44f41061d39d323,10055,flexible,False,1,0.05,optimal,904.335138131,93542.3287089,57919.7269246,55023.7405783,796.268588975,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10055,560504d97ebfcda306bad71fb13a2396cf0e14a74dbb7771c44f41061d39d323,10055,rigid,False,1,0.05,optimal,840.597480514,93542.3287089,53837.5370722,51145.6602186,752.527162189,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10055,560504d97ebfcda306bad71fb13a2396cf0e14a74dbb7771c44f41061d39d323,10055,flexible,True,1,0.05,optimal,955.653568514,93542.3287089,61206.5056293,58146.1803478,784.860145002,0.00380254602998,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10055,560504d97ebfcda306bad71fb13a2396cf0e14a74dbb7771c44f41061d39d323,10055,rigid,True,1,0.05,optimal,900.011268815,93542.3287089,57642.7971454,54760.6572881,752.06608582,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10056,66111a8ccb8de58718925d8068c0ce7328442d4a51001e4b2f24c287d90b50db,10056,flexible,False,1,0.05,optimal,849.368098778,87159.1423014,26312.450976,24996.8284272,712.222188994,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10056,66111a8ccb8de58718925d8068c0ce7328442d4a51001e4b2f24c287d90b50db,10056,rigid,False,1,0.05,optimal,834.035980815,87159.1423014,25837.4795203,24545.6055443,687.247571495,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10056,66111a8ccb8de58718925d8068c0ce7328442d4a51001e4b2f24c287d90b50db,10056,flexible,True,1,0.05,optimal,919.347164021,87159.1423014,28480.3222749,27056.3061611,708.23798981,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10056,66111a8ccb8de58718925d8068c0ce7328442d4a51001e4b2f24c287d90b50db,10056,rigid,True,1,0.05,optimal,903.677731877,87159.1423014,27994.9012122,26595.1561516,687.247571495,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10057,c0d4899e51c546d776f5b738a1ae3ab8624a9b49783a469de8d241f140286788,10057,flexible,False,1,0.05,optimal,923.763992145,92643.7954461,31718.0542426,30132.1515304,737.632627185,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10057,c0d4899e51c546d776f5b738a1ae3ab8624a9b49783a469de8d241f140286788,10057,rigid,False,1,0.05,optimal,909.634127462,92643.7954461,31232.8958923,29671.2510977,738.807237449,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10057,c0d4899e51c546d776f5b738a1ae3ab8624a9b49783a469de8d241f140286788,10057,flexible,True,1,0.05,optimal,991.836993841,92643.7954461,34055.3862653,32352.616952,738.041406636,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10057,c0d4899e51c546d776f5b738a1ae3ab8624a9b49783a469de8d241f140286788,10057,rigid,True,1,0.05,optimal,978.051874684,92643.7954461,33582.0649831,31902.961734,738.807237449,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10058,bab2371bda7c584de698714d07d73b6e6761745bc33ddda7958c836cf89489b0,10058,flexible,False,1,0.05,optimal,709.425541382,62697.3561331,39533.1882886,37556.5288741,625.630378246,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10058,bab2371bda7c584de698714d07d73b6e6761745bc33ddda7958c836cf89489b0,10058,rigid,False,1,0.05,optimal,654.438548855,62697.3561331,36469.0032513,34645.5530887,585.240062687,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10058,bab2371bda7c584de698714d07d73b6e6761745bc33ddda7958c836cf89489b0,10058,flexible,True,1,0.05,optimal,764.713819531,62697.3561331,42614.1626583,40483.4545254,629.249554087,0.00808896493435,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10058,bab2371bda7c584de698714d07d73b6e6761745bc33ddda7958c836cf89489b0,10058,rigid,True,1,0.05,optimal,713.807295745,62697.3561331,39777.3643298,37788.4961133,585.187193628,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10059,1dafc7e3271aeb67754adcb79a5ba3c329928d1919cf2c29f887492aec4fa8ba,10059,flexible,False,1,0.05,optimal,650.018784655,59750.6376674,33389.2232425,31719.7620804,559.455360376,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10059,1dafc7e3271aeb67754adcb79a5ba3c329928d1919cf2c29f887492aec4fa8ba,10059,rigid,False,1,0.05,optimal,591.887069177,59750.6376674,30403.1974977,28883.0376228,521.889367337,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10059,1dafc7e3271aeb67754adcb79a5ba3c329928d1919cf2c29f887492aec4fa8ba,10059,flexible,True,1,0.05,optimal,702.182858898,59750.6376674,36068.7118376,34265.2762458,558.511658068,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10059,1dafc7e3271aeb67754adcb79a5ba3c329928d1919cf2c29f887492aec4fa8ba,10059,rigid,True,1,0.05,optimal,647.620595702,59750.6376674,33266.0365466,31602.7347193,523.369052885,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10060,fccc4ca1913d6f6ca5c41d9251905803bb29e007e2fdc340da64ec1a2ad36a0e,10060,flexible,False,1,0.05,optimal,753.919131835,67201.1804705,47091.0466199,44736.4942889,668.591506296,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10060,fccc4ca1913d6f6ca5c41d9251905803bb29e007e2fdc340da64ec1a2ad36a0e,10060,rigid,False,1,0.05,optimal,697.562139258,67201.1804705,43570.894852,41392.3501094,626.331844265,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10060,fccc4ca1913d6f6ca5c41d9251905803bb29e007e2fdc340da64ec1a2ad36a0e,10060,flexible,True,1,0.05,optimal,811.388348129,67201.1804705,50680.6697366,48146.6362498,661.151279643,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10060,fccc4ca1913d6f6ca5c41d9251905803bb29e007e2fdc340da64ec1a2ad36a0e,10060,rigid,True,1,0.05,optimal,759.276798472,67201.1804705,47425.6954155,45054.4106447,625.520730244,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10061,24aad2942b55a318f7beac4afe9d48693fa5d1ccceadf94adfc664de69175cd4,10061,flexible,False,1,0.05,optimal,593.050074972,69015.3470109,25897.9219382,24603.0258413,626.682010133,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10061,24aad2942b55a318f7beac4afe9d48693fa5d1ccceadf94adfc664de69175cd4,10061,rigid,False,1,0.05,optimal,506.16787401,69015.3470109,22103.860436,20998.6674142,603.856247444,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10061,24aad2942b55a318f7beac4afe9d48693fa5d1ccceadf94adfc664de69175cd4,10061,flexible,True,1,0.05,optimal,647.401695906,69015.3470109,28271.4045421,26857.834315,623.351729307,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10061,24aad2942b55a318f7beac4afe9d48693fa5d1ccceadf94adfc664de69175cd4,10061,rigid,True,1,0.05,optimal,558.399695716,69015.3470109,24384.7734623,23165.5347892,601.421028141,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10062,f4d9e3bdd99df6b50d4f6561ac91c6faca816b3bea41f85290db73d6005f4cd8,10062,flexible,False,1,0.05,optimal,642.47463698,57634.7154618,31131.4621238,29574.8890176,536.640707382,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10062,f4d9e3bdd99df6b50d4f6561ac91c6faca816b3bea41f85290db73d6005f4cd8,10062,rigid,False,1,0.05,optimal,630.954042143,57634.7154618,30573.2253606,29044.5640925,535.401117175,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10062,f4d9e3bdd99df6b50d4f6561ac91c6faca816b3bea41f85290db73d6005f4cd8,10062,flexible,True,1,0.05,optimal,702.864191393,57634.7154618,34057.6712185,32354.7876576,534.905571435,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10062,f4d9e3bdd99df6b50d4f6561ac91c6faca816b3bea41f85290db73d6005f4cd8,10062,rigid,True,1,0.05,optimal,691.109852926,57634.7154618,33488.1082791,31813.7028651,535.319881599,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10063,bdcc8fb7976cdca0d4d4cf046e211941d0781810dfb102c17a30beaa1172f29f,10063,flexible,False,1,0.05,optimal,966.509779471,109737.190418,32836.4269979,31194.605648,843.671974955,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10063,bdcc8fb7976cdca0d4d4cf046e211941d0781810dfb102c17a30beaa1172f29f,10063,rigid,False,1,0.05,optimal,882.411384116,109737.190418,29979.2486451,28480.2862128,842.591875262,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10063,bdcc8fb7976cdca0d4d4cf046e211941d0781810dfb102c17a30beaa1172f29f,10063,flexible,True,1,0.05,optimal,1039.10244915,109737.190418,35302.7071629,33537.5718047,841.953455564,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10063,bdcc8fb7976cdca0d4d4cf046e211941d0781810dfb102c17a30beaa1172f29f,10063,rigid,True,1,0.05,optimal,959.559455603,109737.190418,32600.2950858,30970.2803315,842.591875262,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10064,8d0c640c992ca94699f8eebe0bda3ea847a02dc05a501f1f0d848fbb801887df,10064,flexible,False,1,0.05,optimal,851.524293991,82167.0713281,48697.0424614,46262.1903383,747.754988931,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10064,8d0c640c992ca94699f8eebe0bda3ea847a02dc05a501f1f0d848fbb801887df,10064,rigid,False,1,0.05,optimal,795.727366272,82167.0713281,45506.1230978,43230.8169429,692.411502625,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10064,8d0c640c992ca94699f8eebe0bda3ea847a02dc05a501f1f0d848fbb801887df,10064,flexible,True,1,0.05,optimal,903.861251634,82167.0713281,51690.0927674,49105.588129,735.402131903,0.00465730668292,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10064,8d0c640c992ca94699f8eebe0bda3ea847a02dc05a501f1f0d848fbb801887df,10064,rigid,True,1,0.05,optimal,850.021842358,82167.0713281,48611.1201319,46180.5641253,691.992710496,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10065,1a974b37cd153c59e161df4b2a65962c11c21b4415eb5f703a9a5957aafb9483,10065,flexible,False,1,0.05,optimal,704.831275222,60191.5282274,35444.3587532,33672.1408155,624.151093241,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10065,1a974b37cd153c59e161df4b2a65962c11c21b4415eb5f703a9a5957aafb9483,10065,rigid,False,1,0.05,optimal,674.960770516,60191.5282274,33942.2391365,32245.1271797,595.553870966,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10065,1a974b37cd153c59e161df4b2a65962c11c21b4415eb5f703a9a5957aafb9483,10065,flexible,True,1,0.05,optimal,765.189630862,60191.5282274,38479.6429216,36555.6607755,624.718154704,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10065,1a974b37cd153c59e161df4b2a65962c11c21b4415eb5f703a9a5957aafb9483,10065,rigid,True,1,0.05,optimal,739.179050024,60191.5282274,37171.6300807,35313.0485767,592.045010507,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10066,4bde87612a980e79817a46d6626b5efc1268e7a22931102c4aed01d68fe06b8b,10066,flexible,False,1,0.05,optimal,757.968110037,61870.1382286,36071.2435471,34267.6813698,616.551174382,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10066,4bde87612a980e79817a46d6626b5efc1268e7a22931102c4aed01d68fe06b8b,10066,rigid,False,1,0.05,optimal,690.160923181,61870.1382286,32844.3405694,31202.1235409,620.707104394,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10066,4bde87612a980e79817a46d6626b5efc1268e7a22931102c4aed01d68fe06b8b,10066,flexible,True,1,0.05,optimal,818.534838311,61870.1382286,38953.5774837,37005.8986095,622.410284327,0.0063712829919,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10066,4bde87612a980e79817a46d6626b5efc1268e7a22931102c4aed01d68fe06b8b,10066,rigid,True,1,0.05,optimal,754.48958957,61870.1382286,35905.7028637,34110.4177205,620.362299247,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10067,fe78f784e16461fd76bc028ef0238fef05d4612eb59736f378049a7e8cc4b35e,10067,flexible,False,1,0.05,optimal,642.791462282,57634.7154618,31146.8140682,29589.4733648,539.028697933,0.0082913002258,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10067,fe78f784e16461fd76bc028ef0238fef05d4612eb59736f378049a7e8cc4b35e,10067,rigid,False,1,0.05,optimal,629.294770867,57634.7154618,30492.8244577,28968.1832348,498.249081306,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10067,fe78f784e16461fd76bc028ef0238fef05d4612eb59736f378049a7e8cc4b35e,10067,flexible,True,1,0.05,optimal,703.129622427,57634.7154618,34070.5328254,32367.0061841,533.498889811,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10067,fe78f784e16461fd76bc028ef0238fef05d4612eb59736f378049a7e8cc4b35e,10067,rigid,True,1,0.05,optimal,689.185110446,57634.7154618,33394.8438229,31725.1016318,498.168204227,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10068,1b2f3aa9a74656e044fb031fbd0c0ced0d85994c33df3bb3e6c8ab70c6faefa3,10068,flexible,False,1,0.05,optimal,696.395924155,61004.8310598,35598.3008969,33818.3858521,628.300822123,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10068,1b2f3aa9a74656e044fb031fbd0c0ced0d85994c33df3bb3e6c8ab70c6faefa3,10068,rigid,False,1,0.05,optimal,657.387049565,61004.8310598,33604.24894,31924.036493,599.832592513,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10068,1b2f3aa9a74656e044fb031fbd0c0ced0d85994c33df3bb3e6c8ab70c6faefa3,10068,flexible,True,1,0.05,optimal,748.254267273,61004.8310598,38249.190769,36336.7312306,627.204610816,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10068,1b2f3aa9a74656e044fb031fbd0c0ced0d85994c33df3bb3e6c8ab70c6faefa3,10068,rigid,True,1,0.05,optimal,711.054481408,61004.8310598,36347.6156383,34530.2348564,597.822881118,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10069,1039c08851d655c19f14f659d9d0df0ea5c9a9a7c5deb9be3a8344a1d60563f6,10069,flexible,False,1,0.05,optimal,901.167746091,83835.1597604,49887.0838707,47392.7296772,743.118359674,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10069,1039c08851d655c19f14f659d9d0df0ea5c9a9a7c5deb9be3a8344a1d60563f6,10069,rigid,False,1,0.05,optimal,884.987588923,83835.1597604,48991.378425,46541.8095037,696.948017964,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10069,1039c08851d655c19f14f659d9d0df0ea5c9a9a7c5deb9be3a8344a1d60563f6,10069,flexible,True,1,0.05,optimal,950.073853813,83835.1597604,52594.4411949,49964.7191352,737.757117494,0.00582472092832,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10069,1039c08851d655c19f14f659d9d0df0ea5c9a9a7c5deb9be3a8344a1d60563f6,10069,rigid,True,1,0.05,optimal,936.05534532,83835.1597604,51818.4008717,49227.4808281,696.382172295,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10070,41289b3835c9085282200944342b81d92e7b9a78e80bc46cef337b5f627e1c76,10070,flexible,False,1,0.05,optimal,821.740532178,81862.7784456,34430.3432843,32708.8261201,663.242881491,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10070,41289b3835c9085282200944342b81d92e7b9a78e80bc46cef337b5f627e1c76,10070,rigid,False,1,0.05,optimal,714.726686138,81862.7784456,29946.5393206,28449.2123546,662.448669062,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10070,41289b3835c9085282200944342b81d92e7b9a78e80bc46cef337b5f627e1c76,10070,flexible,True,1,0.05,optimal,880.216609183,81862.7784456,36880.4492805,35036.4268165,697.087772331,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10070,41289b3835c9085282200944342b81d92e7b9a78e80bc46cef337b5f627e1c76,10070,rigid,True,1,0.05,optimal,775.494472527,81862.7784456,32492.6663085,30868.032993,662.448669062,0,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10071,19cc6c13ca0027eb9c4ebcc9b805d09727dbfd84425085565ba4e4fcb2176c2e,10071,flexible,False,1,0.05,optimal,895.905535129,92896.9418642,57694.5546467,54809.8269144,841.640590198,0.01,0
climate_5a,eulp_mixed_5a,5A,hourly_seed_10071,19cc6c13ca0027eb9c4ebcc9b805d09727dbfd84425085565ba4e4fcb2176c2e,10071,rigid,False,1,0.05,optimal,851.699263164,92896.9418642,54847.7576647,52105.3697815,825.659609161,0,0
