evaluation_split,scenario_id,scenario_hash,episode_seed,analysis_variant,dc_operation,bess_enabled,dc_scale_of_reference_mix,maximum_pv_curtailment_fraction,status,target_dc_peak_kw,reference_mix_operating_peak_kw,pcc_capacity_kw,pv_rated_kw,total_community_load_kwh,total_dc_energy_kwh,total_pv_available_kwh,total_pv_used_kwh,total_pv_curtailed_kwh,pv_utilisation_fraction,renewable_demand_share,total_grid_import_kwh,maximum_pcc_import_kw,hours_near_pcc_limit,near_pcc_limit_fraction,total_bess_charge_kwh,total_bess_discharge_kwh,total_bess_throughput_kwh,maximum_simultaneous_bess_charge_discharge_kw,terminal_soc_deviation_kwh,deadline_miss_gpu_h,deadline_miss_fraction,terminal_backlog_gpu_h,terminal_backlog_fraction
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,fixed_capacity_pv_operation,rigid,True,1,,optimal,201.000783984,201.000783984,1000,500,44726.1110004,34856.8566521,28628.9025299,28618.2718545,10.6306753648,0.999628673319,0.359602974087,51038.5775583,456.52127221,0,0.95,757.761643269,683.87988305,1441.64152632,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,flexible,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,442.340219612,44726.1110004,17353.798829,25327.4300646,24061.0585614,1266.37150323,0.95,0.387582047518,38018.851268,394.458837579,0,0.95,0,0,0,0,0,235.872,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,rigid,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,422.005516113,44726.1110004,17428.4283261,24163.1095757,22954.9540969,1208.15547879,0.95,0.369320637651,39199.5852295,371.201396979,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,flexible,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,494.93897189,44726.1110004,17355.6909462,28339.1191689,26922.1632105,1416.95595845,0.95,0.433656278754,35339.3490115,392.16326069,0,0.95,1843.18231117,1663.47203583,3506.65434699,4.12114786741e-13,0,235.872,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,rigid,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,478.094808694,44726.1110004,17428.4283261,27374.6593563,26005.9263884,1368.73296781,0.95,0.41840751569,36331.0788537,369.845993905,0,0.95,1871.44528897,1688.9793733,3560.42466227,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,575.923540513,44726.1110004,34704.9237539,32976.117812,31327.3119214,1648.8058906,0.95,0.394396371876,48103.7228329,489.543393298,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,536.850375579,44726.1110004,34856.8566521,30738.8741512,29201.9304436,1536.94370756,0.95,0.366936937701,50381.0372089,456.478036451,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,627.133884584,44726.1110004,34704.8088022,35908.3097098,34112.8942243,1795.41548549,0.95,0.429466186582,45505.828625,486.639196798,0,0.95,1926.18509488,1738.38204813,3664.567143,0,0,471.744,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,594.128410404,44726.1110004,34856.8566521,34018.4887034,32317.5642682,1700.92443517,0.95,0.406086443135,47461.5206602,456.410833357,0,0.95,2011.45923911,1815.34196329,3826.8012024,1.70530256582e-13,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,flexible,False,2,0.05,optimal,402.001567968,201.000783984,1000,838.66973942,44726.1110004,69406.8630975,48020.3884492,45619.3690267,2401.01942246,0.95,0.399703673608,68513.6050712,679.014332808,0,0.95,0,0,0,0,0,943.488,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,rigid,False,2,0.05,optimal,402.001567968,201.000783984,1000,766.463974979,44726.1110004,69713.7133042,43886.0448646,41691.7426214,2194.30224323,0.95,0.364311487498,72748.0816833,657.324589498,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,flexible,True,2,0.05,optimal,402.001567968,201.000783984,1000,890.319931741,44726.1110004,69414.1244141,50977.7650924,48428.8768378,2548.88825462,0.95,0.424292771624,65891.5665837,675.264840785,0,0.95,1848.28725164,1668.0792446,3516.36649624,0,0,943.488,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,rigid,True,2,0.05,optimal,402.001567968,201.000783984,1000,825.79570437,44726.1110004,69713.7133042,47283.24946,44919.086987,2364.162473,0.95,0.392512722384,69714.9787391,657.254976848,0,0.95,1992.21970694,1797.97828552,3790.19799246,6.42330633127e-12,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,flexible,False,3,0.05,optimal,603.002351952,201.000783984,1000,1101.41593833,44726.1110004,104108.850015,63064.6590864,59911.4261321,3153.23295432,0.95,0.402535974903,88923.5348836,868.632431956,0,0.95,0,0,0,0,0,1415.232,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,rigid,False,3,0.05,optimal,603.002351952,201.000783984,1000,994.795829973,44726.1110004,104570.569956,56959.8257068,54111.8344215,2847.99128534,0.95,0.362444992579,95184.8465353,858.172646387,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,flexible,True,3,0.05,optimal,603.002351952,201.000783984,1000,1153.42899947,44726.1110004,104109.610173,66042.8128022,62740.672162,3302.14064011,0.95,0.42154310583,86275.8253759,865.672630402,0,0.95,1854.11655413,1673.3401901,3527.45674423,9.81921508623e-13,0,1415.232,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,headline_pv_hosting_envelope,rigid,True,3,0.05,optimal,603.002351952,201.000783984,1000,1056.60825125,44726.1110004,104570.569956,60499.0692744,57474.1158106,3024.95346372,0.95,0.384965797246,92015.4527947,858.100123195,0,0.95,1978.33485698,1785.44720843,3763.78206541,2.16004991671e-13,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,flexible,False,1,0,optimal,201.000783984,201.000783984,1000,445.572355784,44726.1110004,34701.2750314,25512.4950875,25512.4950875,0,1,0.321205271406,53914.8909444,498.244574483,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,rigid,False,1,0,optimal,201.000783984,201.000783984,1000,399.108459941,44726.1110004,34856.8566521,22852.074397,22852.074397,0,1,0.287147803997,56730.8932555,456.639646097,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,flexible,True,1,0,optimal,201.000783984,201.000783984,1000,511.94051351,44726.1110004,34716.5437356,29312.5901247,29312.5901247,0,1,0.368977978167,50195.7624681,490.378923612,0,0.95,673.82417198,608.126315212,1281.95048719,0,0,440.606499407,0.00933994919718,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,rigid,True,1,0,optimal,201.000783984,201.000783984,1000,496.582795857,44726.1110004,34856.8566521,28433.2409212,28433.2409212,0,1,0.357277967383,51239.2639016,456.525281542,0,0.95,918.329950771,828.792780571,1747.12273134,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,575.923540513,44726.1110004,34704.9237539,32976.117812,31327.3119214,1648.8058906,0.95,0.394396371876,48103.7228329,489.543393298,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,536.850375579,44726.1110004,34856.8566521,30738.8741512,29201.9304436,1536.94370756,0.95,0.366936937701,50381.0372089,456.478036451,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,627.133884584,44726.1110004,34704.8088022,35908.3097098,34112.8942243,1795.41548549,0.95,0.429466186582,45505.828625,486.639196798,0,0.95,1926.18509488,1738.38204813,3664.567143,0,0,471.744,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,594.128410404,44726.1110004,34856.8566521,34018.4887034,32317.5642682,1700.92443517,0.95,0.406086443135,47461.5206602,456.410833357,0,0.95,2011.45923911,1815.34196329,3826.8012024,1.70530256582e-13,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,flexible,False,1,0.1,optimal,201.000783984,201.000783984,1000,652.244527855,44726.1110004,34704.7561142,37346.0900272,33611.4810245,3734.60900272,0.9,0.423153897791,45819.3860901,487.699089401,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,rigid,False,1,0.1,optimal,201.000783984,201.000783984,1000,611.342363693,44726.1110004,34856.8566521,35004.1218851,31503.7096966,3500.41218851,0.9,0.395859951266,48079.257956,456.390636594,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,flexible,True,1,0.1,optimal,201.000783984,201.000783984,1000,705.50830376,44726.1110004,34709.1923848,40395.8569247,36356.2712322,4039.58569247,0.9,0.457684048312,43313.9855601,484.745271525,0,0.95,2409.77853436,2174.82512726,4584.60366162,9.74722524916e-13,0,471.744,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,rigid,True,1,0.1,optimal,201.000783984,201.000783984,1000,666.981536013,44726.1110004,34856.8566521,38189.8987675,34370.9088907,3818.98987675,0.9,0.431887750665,45442.5873829,478.514164019,0,0.95,2364.39611393,2133.86749282,4498.26360675,2.51756057833e-11,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,flexible,False,1,0.2,optimal,201.000783984,201.000783984,1000,801.098601664,44726.1110004,34703.6364704,45869.1475677,36695.3180542,9173.82951354,0.8,0.461984574075,42734.4294166,484.020538538,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,rigid,False,1,0.2,optimal,201.000783984,201.000783984,1000,757.196675043,44726.1110004,34856.8566521,43355.4196115,34684.3356892,8671.0839223,0.8,0.435826115968,44898.6319634,456.219508847,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,flexible,True,1,0.2,optimal,201.000783984,201.000783984,1000,861.684738065,44726.1110004,34711.3365221,49338.1767551,39470.541404,9867.63535101,0.8,0.49687575111,40286.932308,481.539842461,0,0.95,3282.31989289,2962.29370333,6244.61359622,8.39188367919e-12,0,471.744,0.01,0,0
development,hourly_seed_10087,40c2224fe4dbd824429400393fc39c14ed05fab2b200038049b40ddfa3b501ce,10087,pv_curtailment_sensitivity,rigid,True,1,0.2,optimal,201.000783984,201.000783984,1000,822.681951183,44726.1110004,34856.8566521,47104.962787,37683.9702296,9420.9925574,0.8,0.473518032076,42231.9272859,456.142676372,0,0.95,3414.66526138,3081.73539839,6496.40065977,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,fixed_capacity_pv_operation,flexible,False,1,,optimal,201.000783984,201.000783984,1000,500,77000.7101573,34694.9051267,30542.1277139,30542.1277139,0,1,0.27344070433,81153.4875702,690.167380555,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,fixed_capacity_pv_operation,rigid,False,1,,optimal,201.000783984,201.000783984,1000,500,77000.7101573,34856.8566521,30542.1277139,30542.1277039,1.00001052488e-05,0.999999999673,0.273044806668,81315.4391056,658.513822274,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,fixed_capacity_pv_operation,flexible,True,1,,optimal,201.000783984,201.000783984,1000,500,77000.7101573,34694.9051167,30542.1277139,30542.1277039,1.00000361272e-05,0.999999999673,0.273440704265,81153.4875702,675.99885378,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,fixed_capacity_pv_operation,rigid,True,1,,optimal,201.000783984,201.000783984,1000,500,77000.7101573,34856.8566521,30542.1277139,30542.1277039,9.99998883344e-06,0.999999999673,0.273044806668,81315.4391056,658.513822274,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,flexible,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,726.570069211,77000.7101573,17352.8553626,44381.9916939,42162.8921092,2219.09958469,0.95,0.446860612812,52190.6734108,575.332161256,0,0.95,0,0,0,0,0,235.872,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,rigid,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,701.598103633,77000.7101573,17428.4283261,42856.59777,40713.7678815,2142.8298885,0.95,0.431156828659,53715.3706019,554.272725269,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,flexible,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,785.590763619,77000.7101573,17385.2336902,47987.2268666,45587.8655233,2399.36134333,0.95,0.482994222073,49016.9188355,571.947447472,0,0.95,2244.51806401,2025.67755277,4270.19561677,1.13686837722e-13,0,129.898435522,0.00550715792981,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,rigid,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,762.671678135,77000.7101573,17428.4283261,46587.2315948,44257.870015,2329.36157974,0.95,0.468688698487,50372.0706098,551.288220601,0,0.95,2059.50914255,1858.70700115,3918.21614369,5.41632516615e-11,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,857.67891547,77000.7101573,34707.7545465,52390.6779476,49771.1440502,2619.53389738,0.95,0.445544965479,61937.3206537,669.622755115,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,807.050875452,77000.7101573,34856.8566521,49298.1018193,46833.1967284,2464.90509097,0.95,0.41868599563,65024.3700811,634.528075637,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,920.489972225,77000.7101573,34707.823648,56227.4445821,53416.072353,2811.37222911,0.95,0.478173605305,58503.7652774,664.948607407,0,0.95,2167.21871845,1955.9148934,4123.13361185,1.13686837722e-13,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,872.27564772,77000.7101573,34856.8566521,53282.3084688,50618.1930453,2664.11542344,0.95,0.452523637775,61455.7249168,634.286021162,0,0.95,2218.98617982,2002.63502721,4221.62120703,3.2459212207e-08,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,flexible,False,2,0.05,optimal,402.001567968,201.000783984,1000,1117.80554619,77000.7101573,69412.5304727,68280.319502,64866.3035269,3414.0159751,0.95,0.44303577496,81546.9371031,851.872178903,0,0.95,0,0,0,0,0,943.488,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,rigid,False,2,0.05,optimal,402.001567968,201.000783984,1000,1007.80911784,77000.7101573,69713.7133042,61561.2695766,58483.2060977,3078.06347883,0.95,0.398619336244,88231.2173638,817.13115836,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,flexible,True,2,0.05,optimal,402.001567968,201.000783984,1000,1183.26743565,77000.7101573,69410.0084267,72279.0102788,68665.0597649,3613.95051394,0.95,0.468989295517,77965.3565207,862.327358137,0,0.95,2253.30975949,2033.61205794,4286.92181742,1.41753275784e-13,0,943.488,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,rigid,True,2,0.05,optimal,402.001567968,201.000783984,1000,1071.75921901,77000.7101573,69713.7133042,65467.6138913,62194.2331967,3273.38069457,0.95,0.423913557572,84709.4003341,816.922465182,0,0.95,1940.61609474,1751.4060255,3692.02212025,7.47939721853e-14,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,flexible,False,3,0.05,optimal,603.002351952,201.000783984,1000,1374.91325186,77000.7101573,104107.182925,83985.5522679,79786.2746545,4199.2776134,0.95,0.440545540542,101321.618428,1000,7,0.95,0,0,0,0,0,1415.232,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,rigid,False,3,0.05,infeasible,,,,,,,,,,,,,,,,,,,,,,,,
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,flexible,True,3,0.05,optimal,603.002351952,201.000783984,1000,1440.60997842,77000.7101573,104116.913507,87998.5878937,83598.658499,4399.92939468,0.95,0.461571087383,97736.1866638,1000,13,0.95,2227.91280592,2010.69130734,4238.60411325,0,0,1415.232,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,headline_pv_hosting_envelope,rigid,True,3,0.05,optimal,603.002351952,201.000783984,1000,1260.7912151,77000.7101573,104570.569956,77014.4926245,73163.7679933,3850.72463123,0.95,0.402947910856,108567.548888,1000,4,0.95,1641.40274307,1481.36597562,3122.76871869,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,flexible,False,1,0,optimal,201.000783984,201.000783984,1000,678.523533268,77000.7101573,34706.3285667,41447.1048199,41447.1048199,0,1,0.371033958946,70259.9339042,680.289417031,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,rigid,False,1,0,optimal,201.000783984,201.000783984,1000,575.182822159,77000.7101573,34856.8566521,35134.6144265,35134.6144265,0,1,0.314101365054,76722.952383,646.256867428,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,flexible,True,1,0,optimal,201.000783984,201.000783984,1000,736.217131075,77000.7101573,34698.7172742,44971.2752849,44971.2752849,0,1,0.402609720739,66772.4346442,680.144839448,0,0.95,454.179461507,409.89696401,864.076425517,0,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,rigid,True,1,0,optimal,201.000783984,201.000783984,1000,667.505655527,77000.7101573,34856.8566521,40774.0859617,40774.0859617,0,1,0.364517905446,71131.1972998,635.045939386,0,0.95,489.399508476,441.6830564,931.082564876,2.41584530158e-13,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,857.67891547,77000.7101573,34707.7545465,52390.6779476,49771.1440502,2619.53389738,0.95,0.445544965479,61937.3206537,669.622755115,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,807.050875452,77000.7101573,34856.8566521,49298.1018193,46833.1967284,2464.90509097,0.95,0.41868599563,65024.3700811,634.528075637,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,920.489972225,77000.7101573,34707.823648,56227.4445821,53416.072353,2811.37222911,0.95,0.478173605305,58503.7652774,664.948607407,0,0.95,2167.21871845,1955.9148934,4123.13361185,1.13686837722e-13,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,872.27564772,77000.7101573,34856.8566521,53282.3084688,50618.1930453,2664.11542344,0.95,0.452523637775,61455.7249168,634.286021162,0,0.95,2218.98617982,2002.63502721,4221.62120703,3.2459212207e-08,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,flexible,False,1,0.1,optimal,201.000783984,201.000783984,1000,967.114157211,77000.7101573,34709.2518774,59075.4482069,53167.9033862,5907.54482069,0.9,0.47594594446,58542.0586486,663.462045786,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,rigid,False,1,0.1,optimal,201.000783984,201.000783984,1000,917.730522884,77000.7101573,34856.8566521,56058.8856737,50452.9971064,5605.88856737,0.9,0.451046795898,61404.5697031,634.117334394,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,flexible,True,1,0.1,optimal,201.000783984,201.000783984,1000,1026.5351989,77000.7101573,34708.7961756,62705.1382954,56434.6244658,6270.51382954,0.9,0.505190885882,55571.6029285,663.105990518,0,0.95,3043.29293704,2746.57187568,5789.86481272,2.70006239589e-14,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,rigid,True,1,0.1,optimal,201.000783984,201.000783984,1000,978.137634318,77000.7101573,34856.8566521,59748.8090982,53773.9281884,5974.88090982,0.9,0.480735722421,58361.6066534,633.893158653,0,0.95,2850.95417785,2572.98614551,5423.94032336,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,flexible,False,1,0.2,optimal,201.000783984,201.000783984,1000,1170.55669617,77000.7101573,34707.055669,71502.5842214,57202.0673771,14300.5168443,0.8,0.512068851739,54505.6984493,652.982467709,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,rigid,False,1,0.2,optimal,201.000783984,201.000783984,1000,1121.14975614,77000.7101573,34856.8566521,68484.5980766,54787.6784613,13696.9196153,0.8,0.489798589617,57069.8883482,633.362428948,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10088,6d15aa63ab952bfbef26177b31bc2944e6069cd7994f11337447cdbaee49eb3c,10088,pv_curtailment_sensitivity,flexible,True,1,0.2,optimal,201.000783984,201.000783984,1000,1230.74824325,77000.7101573,34705.8995475,75179.340058,60143.4720464,15035.8680116,0.8,0.538405670043,51938.1480462,662.470889543,0,0.95,3846.26038781,3471.25,7317.51038781,2.70006239589e-14,0,471.744,0.01,0,0
