evaluation_split,scenario_id,scenario_hash,episode_seed,duration_h,recovery_gap_h,event_ordinal,event_start_hour,fixed_capacity_kw,delivered_reduction_kw,fresh_delivered_reduction_kw,delivery_ratio,minimum_interval_delivery_ratio,event_start_backlog_gpu_h,event_start_compute_debt_kwh,fresh_event_start_compute_debt_kwh,paired_compute_debt_increment_kwh,paired_local_service_margin_delta,paired_residual_flexibility_ratio,local_event_success,fresh_local_event_success,failure_labels,fresh_failure_labels
development,hourly_seed_10048,0e4c5cb9415cec8db634fd61815c03f8018eadcd5c3685d9feeb5fcbec76c2d3,10048,8,12,1,63,41.1908168229,40.9686043403,40.9686043403,0.994605290699,0.966515691464,483.911466187,147.84182217,147.84182217,0,0,1,True,True,,
development,hourly_seed_10048,0e4c5cb9415cec8db634fd61815c03f8018eadcd5c3685d9feeb5fcbec76c2d3,10048,8,12,2,83,41.1908168229,41.1494222339,41.1494222339,0.998995052972,0.991960423776,1625.98776516,483.317711972,156.513876309,326.803835663,0,1,True,True,,
development,hourly_seed_10048,0e4c5cb9415cec8db634fd61815c03f8018eadcd5c3685d9feeb5fcbec76c2d3,10048,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2607.48543499,777.76689911,130.815584784,646.951314326,0,1,True,True,,
development,hourly_seed_10048,0e4c5cb9415cec8db634fd61815c03f8018eadcd5c3685d9feeb5fcbec76c2d3,10048,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3793.13637071,1143.30457287,96.4838278871,1046.82074498,0,1,True,True,,
development,hourly_seed_10049,e5bb98cb0e720aecc9cfed4bf9c78ea4faaa7ee9df25fa8035b0558db77799a9,10049,8,12,1,63,41.1908168229,40.8842342559,40.8842342559,0.992557016572,0.964809499037,539.208270192,164.799665912,164.799665912,0,0,1,True,True,,
development,hourly_seed_10049,e5bb98cb0e720aecc9cfed4bf9c78ea4faaa7ee9df25fa8035b0558db77799a9,10049,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1560.76291267,463.979667699,145.974413238,318.005254461,0,1,True,True,,
development,hourly_seed_10049,e5bb98cb0e720aecc9cfed4bf9c78ea4faaa7ee9df25fa8035b0558db77799a9,10049,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2484.70555502,738.070362584,105.988552567,632.081810017,0,1,True,True,,
development,hourly_seed_10049,e5bb98cb0e720aecc9cfed4bf9c78ea4faaa7ee9df25fa8035b0558db77799a9,10049,8,12,4,123,41.1908168229,41.146978317,41.1243325591,0.998935721374,0.993889032286,3703.97996189,1111.68189829,65.3639457226,1046.31795257,0.000690508449801,1.00055066566,True,True,,
development,hourly_seed_10050,5bf9e7327d9e7b4fb2c84f13f0aa98116977064438eeb540b185be30bd6f0611,10050,8,12,1,63,41.1908168229,40.6329321885,40.6329321885,0.986456091979,0.950000001811,252.207875356,78.3236845218,78.3236845218,0,0,1,True,True,,
development,hourly_seed_10050,5bf9e7327d9e7b4fb2c84f13f0aa98116977064438eeb540b185be30bd6f0611,10050,8,12,2,83,41.1908168229,41.1104136377,41.1104136377,0.998048031299,0.984384250391,1456.77172589,434.761220611,117.835153592,316.926067019,0,1,True,True,,
development,hourly_seed_10050,5bf9e7327d9e7b4fb2c84f13f0aa98116977064438eeb540b185be30bd6f0611,10050,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2625.63125046,781.43345621,153.228099803,628.205356406,-0.504299371126,1,False,True,window_relief,
development,hourly_seed_10050,5bf9e7327d9e7b4fb2c84f13f0aa98116977064438eeb540b185be30bd6f0611,10050,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3564.11315722,1068.51208207,69.7227967216,998.78928535,-0.459477554417,1,False,True,window_relief,
development,hourly_seed_10051,fcdfe4867fa649978081d9174984996f0811674c1866a642cf9b44781d1241b2,10051,8,12,1,63,41.1908168229,41.0279293603,41.0279293603,0.99604553939,0.98638813171,392.173037175,119.682939119,119.682939119,0,0,1,True,True,,
development,hourly_seed_10051,fcdfe4867fa649978081d9174984996f0811674c1866a642cf9b44781d1241b2,10051,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1582.91004122,471.857722884,166.273307736,305.584415148,0,1,True,True,,
development,hourly_seed_10051,fcdfe4867fa649978081d9174984996f0811674c1866a642cf9b44781d1241b2,10051,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2445.63931622,724.680177803,99.2055060921,625.47467171,0,1,True,True,,
development,hourly_seed_10051,fcdfe4867fa649978081d9174984996f0811674c1866a642cf9b44781d1241b2,10051,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3666.08932738,1101.4005133,80.4531254204,1020.94738788,0,1,True,True,,
development,hourly_seed_10052,f317f6285ae2bde5fc57213107b8daefb5873988be0b329d4572a14bb8186775,10052,8,12,1,63,41.1908168229,41.1800221959,41.1800221959,0.999737936078,0.997903488624,286.932308584,88.5986100751,88.5986100751,0,0,1,True,True,,
development,hourly_seed_10052,f317f6285ae2bde5fc57213107b8daefb5873988be0b329d4572a14bb8186775,10052,8,12,2,83,41.1908168229,41.1022566841,41.1022566841,0.997850002851,0.982800022805,1617.81565291,480.885926095,94.1190156818,386.766910413,0,1,True,True,,
development,hourly_seed_10052,f317f6285ae2bde5fc57213107b8daefb5873988be0b329d4572a14bb8186775,10052,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2850.24192588,854.715059984,133.081917166,721.633142818,0,1,True,True,,
development,hourly_seed_10052,f317f6285ae2bde5fc57213107b8daefb5873988be0b329d4572a14bb8186775,10052,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,4191.68631664,1260.59232062,68.5856166332,1192.00670398,0,1,True,True,,
development,hourly_seed_10053,7eaf7843cecd9138307fbe896f858f1673d6973ead250b02621962399ae370f3,10053,8,12,1,63,41.1908168229,40.9066435496,40.9066435496,0.993101052729,0.964373999539,341.861565224,105.88695902,105.88695902,0,0,1,True,True,,
development,hourly_seed_10053,7eaf7843cecd9138307fbe896f858f1673d6973ead250b02621962399ae370f3,10053,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1409.30130957,420.030419201,105.684666026,314.345753174,0,1,True,True,,
development,hourly_seed_10053,7eaf7843cecd9138307fbe896f858f1673d6973ead250b02621962399ae370f3,10053,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2564.69386493,766.439207754,140.410724375,626.028483379,0,1,True,True,,
development,hourly_seed_10053,7eaf7843cecd9138307fbe896f858f1673d6973ead250b02621962399ae370f3,10053,8,12,4,123,41.1908168229,41.1863432409,41.1777695886,0.999891393705,0.999131149642,3583.47496304,1076.94066459,81.6577594307,995.282905156,0.00166515800885,1.0002082107,True,True,,
development,hourly_seed_10054,48503409454d05fde449743dc40cf886746de44b71b0e5def925464634aecb14,10054,8,12,1,63,41.1908168229,40.8095353767,40.8095353767,0.990743532768,0.950000009817,473.521322662,143.972331949,143.972331949,0,0,1,True,True,,
development,hourly_seed_10054,48503409454d05fde449743dc40cf886746de44b71b0e5def925464634aecb14,10054,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1639.45380414,486.584201122,81.467103698,405.117097424,0,1,True,True,,
development,hourly_seed_10054,48503409454d05fde449743dc40cf886746de44b71b0e5def925464634aecb14,10054,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2833.1846658,847.998173471,110.906581024,737.091592447,0,1,True,True,,
development,hourly_seed_10054,48503409454d05fde449743dc40cf886746de44b71b0e5def925464634aecb14,10054,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,4022.27614661,1209.35426912,92.4702050747,1116.88406405,-0.0329020141167,1,True,True,,
development,hourly_seed_10055,f7c298da08af32e8680910266fec87a8b429e49c57db5f4725b82ef7769e4447,10055,8,12,1,63,41.1908168229,40.6421206785,40.6421206785,0.9866791633,0.950000002676,421.947099991,131.036556738,131.036556738,0,0,1,True,True,,
development,hourly_seed_10055,f7c298da08af32e8680910266fec87a8b429e49c57db5f4725b82ef7769e4447,10055,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1553.58094812,462.871001701,149.84165865,313.029343052,0,1,True,True,,
development,hourly_seed_10055,f7c298da08af32e8680910266fec87a8b429e49c57db5f4725b82ef7769e4447,10055,8,12,3,103,41.1908168229,41.1908168229,41.1667653553,1,1,2564.67219499,765.819241278,113.652924847,652.166316431,-0.174475208184,1.00058424478,False,True,window_relief,
development,hourly_seed_10055,f7c298da08af32e8680910266fec87a8b429e49c57db5f4725b82ef7769e4447,10055,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3760.68384908,1125.81396899,97.2912905639,1028.52267843,0,1,True,True,,
development,hourly_seed_10056,8ad9e0376882eb17b94740f2462f1e898bddc69d8ceccc1407eb46e1e813b139,10056,8,12,1,63,41.1908168229,40.9269087144,40.9269087144,0.993593035321,0.970493781822,311.168309261,96.3936842217,96.3936842217,0,0,1,True,True,,
development,hourly_seed_10056,8ad9e0376882eb17b94740f2462f1e898bddc69d8ceccc1407eb46e1e813b139,10056,8,12,2,83,41.1908168229,40.8884407027,40.8884407027,0.992659137557,0.954659528635,2216.74785419,665.419366604,154.809446737,510.609919867,0,1,True,True,,
development,hourly_seed_10056,8ad9e0376882eb17b94740f2462f1e898bddc69d8ceccc1407eb46e1e813b139,10056,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,3281.94407154,987.121212917,100.46100265,886.660210267,0,1,True,True,,
development,hourly_seed_10056,8ad9e0376882eb17b94740f2462f1e898bddc69d8ceccc1407eb46e1e813b139,10056,8,12,4,123,41.1908168229,41.0856768407,41.1626377833,0.99744748975,0.979579918,4315.90802291,1306.95836872,84.0526442576,1222.90572446,-0.0149472039571,0.998130320439,True,True,,
development,hourly_seed_10057,f60b80ecfaa155c5c9ec0a3e672c950675b02305657d89d5755a4e814b84b1a6,10057,8,12,1,63,41.1908168229,40.8340616009,40.8340616009,0.991338962188,0.961581350405,203.487676757,63.1935248172,63.1935248172,0,0,1,True,True,,
development,hourly_seed_10057,f60b80ecfaa155c5c9ec0a3e672c950675b02305657d89d5755a4e814b84b1a6,10057,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1821.60558998,542.302448304,121.473472608,420.828975696,0,1,True,True,,
development,hourly_seed_10057,f60b80ecfaa155c5c9ec0a3e672c950675b02305657d89d5755a4e814b84b1a6,10057,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2932.43689921,879.998303557,98.9766354447,781.021668113,0,1,True,True,,
development,hourly_seed_10057,f60b80ecfaa155c5c9ec0a3e672c950675b02305657d89d5755a4e814b84b1a6,10057,8,12,4,123,41.1908168229,41.1646381148,41.1908168229,0.999364452805,0.994915622437,3989.50496954,1202.56359395,92.4485171268,1110.11507682,-0.0903952070626,0.999364452805,False,True,window_relief,
development,hourly_seed_10058,44b1f90a6361a4b87c8dbe09d182dea153f2de7ae1540cb93b9abf74ae9e6da3,10058,8,12,1,63,41.1908168229,40.8879366167,40.8879366167,0.992646899734,0.966873530273,432.4598473,132.100501252,132.100501252,0,0,1,True,True,,
development,hourly_seed_10058,44b1f90a6361a4b87c8dbe09d182dea153f2de7ae1540cb93b9abf74ae9e6da3,10058,8,12,2,83,41.1908168229,40.95264617,40.95264617,0.994217870117,0.953742960935,1403.38880268,418.494031362,107.154578911,311.339452451,0,1,True,True,,
development,hourly_seed_10058,44b1f90a6361a4b87c8dbe09d182dea153f2de7ae1540cb93b9abf74ae9e6da3,10058,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2657.29733184,795.581029386,174.395196731,621.185832655,0,1,True,True,,
development,hourly_seed_10058,44b1f90a6361a4b87c8dbe09d182dea153f2de7ae1540cb93b9abf74ae9e6da3,10058,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3789.3491628,1138.536584,106.261148494,1032.27543551,0,1,True,True,,
development,hourly_seed_10059,b72e9d3a6f7cd6050072e5873a6e7ad949a2daab953d416cc8fa66dbddf3729d,10059,8,12,1,63,41.1908168229,40.7314358851,40.7314358851,0.988847491425,0.954504177135,403.726502586,124.272445182,124.272445182,0,0,1,True,True,,
development,hourly_seed_10059,b72e9d3a6f7cd6050072e5873a6e7ad949a2daab953d416cc8fa66dbddf3729d,10059,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1784.56109071,531.602431947,172.481947955,359.120483991,0,1,True,True,,
development,hourly_seed_10059,b72e9d3a6f7cd6050072e5873a6e7ad949a2daab953d416cc8fa66dbddf3729d,10059,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2694.95217325,807.849196917,122.162336025,685.686860892,0,1,True,True,,
development,hourly_seed_10059,b72e9d3a6f7cd6050072e5873a6e7ad949a2daab953d416cc8fa66dbddf3729d,10059,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3918.53271864,1181.0354224,92.3815697407,1088.65385266,0,1,True,True,,
development,hourly_seed_10060,e7f37f4d2477bf72fc9733f12c365d375d8ba9d1de37c8591ce06c1f828b5887,10060,8,12,1,63,41.1908168229,41.1556551046,41.1556551046,0.999146369969,0.994218654852,463.96468375,140.836957217,140.836957217,0,0,1,True,True,,
development,hourly_seed_10060,e7f37f4d2477bf72fc9733f12c365d375d8ba9d1de37c8591ce06c1f828b5887,10060,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1823.30972826,541.012816022,226.774087905,314.238728117,0,1,True,True,,
development,hourly_seed_10060,e7f37f4d2477bf72fc9733f12c365d375d8ba9d1de37c8591ce06c1f828b5887,10060,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2516.83779452,749.347767244,104.370591614,644.977175631,0,1,True,True,,
development,hourly_seed_10060,e7f37f4d2477bf72fc9733f12c365d375d8ba9d1de37c8591ce06c1f828b5887,10060,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3889.21486612,1172.15808195,103.11023958,1069.04784237,0,1,True,True,,
development,hourly_seed_10061,59619ae5826070c008fa6c6cad785195ac7c3231f2d6b4a608740bebd23bf162,10061,8,12,1,63,41.1908168229,40.8525317293,40.8525317293,0.991787366223,0.965091428455,346.831695948,105.741340276,105.741340276,0,0,1,True,True,,
development,hourly_seed_10061,59619ae5826070c008fa6c6cad785195ac7c3231f2d6b4a608740bebd23bf162,10061,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1910.87209061,568.361589148,152.94280817,415.418780977,0,1,True,True,,
development,hourly_seed_10061,59619ae5826070c008fa6c6cad785195ac7c3231f2d6b4a608740bebd23bf162,10061,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2818.38743162,840.982827957,93.3649629749,747.617864983,0,1,True,True,,
development,hourly_seed_10061,59619ae5826070c008fa6c6cad785195ac7c3231f2d6b4a608740bebd23bf162,10061,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,4070.51652461,1220.30609704,78.4130273632,1141.89306968,-0.380538739171,1,False,True,window_relief,
development,hourly_seed_10062,f0a1b8189b434dfba0fb706339bdac34b0521616e1c46f1f17ba363d0e4fbae2,10062,8,12,1,63,41.1908168229,41.1006657107,41.1006657107,0.997811378382,0.990073179065,312.471592728,96.0780133856,96.0780133856,0,0,1,True,True,,
development,hourly_seed_10062,f0a1b8189b434dfba0fb706339bdac34b0521616e1c46f1f17ba363d0e4fbae2,10062,8,12,2,83,41.1908168229,41.1311225654,41.1311225654,0.998550787236,0.98840629789,1538.46774937,457.673195545,135.383179852,322.290015693,0,1,True,True,,
development,hourly_seed_10062,f0a1b8189b434dfba0fb706339bdac34b0521616e1c46f1f17ba363d0e4fbae2,10062,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2489.78986839,742.341562632,98.1113411624,644.230221469,0,1,True,True,,
development,hourly_seed_10062,f0a1b8189b434dfba0fb706339bdac34b0521616e1c46f1f17ba363d0e4fbae2,10062,8,12,4,123,41.1908168229,41.1094195809,41.1138850968,0.998023898329,0.98658870164,3547.50549874,1066.11744256,55.0851160708,1011.03232649,0.0015302312306,0.999891386672,True,True,,
development,hourly_seed_10063,4dc43a044cfe521831f296ce0d6f5b92c0b953aaafa9c774327ef1683be606ea,10063,8,12,1,63,41.1908168229,40.7641484904,40.7641484904,0.989641663717,0.950000003706,334.043184165,103.549375952,103.549375952,0,0,1,True,True,,
development,hourly_seed_10063,4dc43a044cfe521831f296ce0d6f5b92c0b953aaafa9c774327ef1683be606ea,10063,8,12,2,83,41.1908168229,41.1789239553,41.1789239553,0.99971127381,0.997690190478,2137.76899898,634.418339022,116.74982408,517.668514942,0,1,True,True,,
development,hourly_seed_10063,4dc43a044cfe521831f296ce0d6f5b92c0b953aaafa9c774327ef1683be606ea,10063,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,3504.03715285,1047.52208934,118.338950835,929.183138503,0,1,True,True,,
development,hourly_seed_10063,4dc43a044cfe521831f296ce0d6f5b92c0b953aaafa9c774327ef1683be606ea,10063,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,4582.78849757,1378.72075615,101.310368008,1277.41038814,0,1,True,True,,
development,hourly_seed_10064,98d54c8948328626d9cbb969dbadfa5ec8e101a339c58cab3e54ebadbf1999ed,10064,8,12,1,63,41.1908168229,41.0149791291,41.0149791291,0.995731143313,0.981787559709,555.109900448,168.652385259,168.652385259,0,0,1,True,True,,
development,hourly_seed_10064,98d54c8948328626d9cbb969dbadfa5ec8e101a339c58cab3e54ebadbf1999ed,10064,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1426.95900688,425.348393228,105.648237556,319.700155672,0,1,True,True,,
development,hourly_seed_10064,98d54c8948328626d9cbb969dbadfa5ec8e101a339c58cab3e54ebadbf1999ed,10064,8,12,3,103,41.1908168229,41.1908168229,41.1750340063,1,1,2536.3027811,757.935997018,120.930287128,637.005709889,0.00306530780816,1.00038331035,True,True,,
development,hourly_seed_10064,98d54c8948328626d9cbb969dbadfa5ec8e101a339c58cab3e54ebadbf1999ed,10064,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3724.76765858,1118.94738485,78.6887813299,1040.25860352,0,1,True,True,,
development,hourly_seed_10065,85fff71ba1ff267b5c848a76242fafdaa7742e530283796faf49241337be20a9,10065,8,12,1,63,41.1908168229,41.1303434099,41.1303434099,0.99853187148,0.991880651382,236.893358994,73.567729494,73.567729494,0,0,1,True,True,,
development,hourly_seed_10065,85fff71ba1ff267b5c848a76242fafdaa7742e530283796faf49241337be20a9,10065,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1385.91141346,413.239704317,105.013643877,308.22606044,0,1,True,True,,
development,hourly_seed_10065,85fff71ba1ff267b5c848a76242fafdaa7742e530283796faf49241337be20a9,10065,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2355.44888081,701.726089317,81.8807074401,619.845381877,0,1,True,True,,
development,hourly_seed_10065,85fff71ba1ff267b5c848a76242fafdaa7742e530283796faf49241337be20a9,10065,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3601.99093404,1082.54601734,74.4411630682,1008.10485427,0,1,True,True,,
development,hourly_seed_10066,ffde224b686a0e92de96030432b39bdccde3ca700176d37d7563b21386bc98ed,10066,8,12,1,63,41.1908168229,40.6067076514,40.6067076514,0.985819432181,0.956679136439,392.730313167,121.002572888,121.002572888,0,0,1,True,True,,
development,hourly_seed_10066,ffde224b686a0e92de96030432b39bdccde3ca700176d37d7563b21386bc98ed,10066,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1704.14972969,510.924623237,191.536631508,319.387991729,0,1,True,True,,
development,hourly_seed_10066,ffde224b686a0e92de96030432b39bdccde3ca700176d37d7563b21386bc98ed,10066,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2541.76181339,754.143975788,110.854120908,643.28985488,0,1,True,True,,
development,hourly_seed_10066,ffde224b686a0e92de96030432b39bdccde3ca700176d37d7563b21386bc98ed,10066,8,12,4,123,41.1908168229,41.1222693693,41.1222693693,0.998335855929,0.986686847432,3738.78418295,1122.96398118,56.433985743,1066.52999544,0,1,True,True,,
development,hourly_seed_10067,80659794759789ed1d6bf56ce8d06322869b6d0d0cb298dc18cf7307d8050ce5,10067,8,12,1,63,41.1908168229,40.9532367775,40.9532367775,0.994232208446,0.982598279361,364.668448642,112.022085851,112.022085851,0,0,1,True,True,,
development,hourly_seed_10067,80659794759789ed1d6bf56ce8d06322869b6d0d0cb298dc18cf7307d8050ce5,10067,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1441.41377035,430.001167897,113.243830841,316.757337056,0,1,True,True,,
development,hourly_seed_10067,80659794759789ed1d6bf56ce8d06322869b6d0d0cb298dc18cf7307d8050ce5,10067,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2476.92113116,738.944731716,101.622127792,637.322603925,0,1,True,True,,
development,hourly_seed_10067,80659794759789ed1d6bf56ce8d06322869b6d0d0cb298dc18cf7307d8050ce5,10067,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3571.04497419,1069.91197115,71.4967659318,998.415205216,0,1,True,True,,
development,hourly_seed_10068,f155f24ffef7b30da31bb32ddf686f76c675f03700faed1019d0bc15aa424299,10068,8,12,1,63,41.1908168229,40.9019569083,40.9019569083,0.992987273941,0.961458113195,285.427694389,88.640169156,88.640169156,0,0,1,True,True,,
development,hourly_seed_10068,f155f24ffef7b30da31bb32ddf686f76c675f03700faed1019d0bc15aa424299,10068,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1572.01279332,468.640252468,154.071405894,314.568846575,0,1,True,True,,
development,hourly_seed_10068,f155f24ffef7b30da31bb32ddf686f76c675f03700faed1019d0bc15aa424299,10068,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2393.12861363,709.112865741,78.824847403,630.288018338,0,1,True,True,,
development,hourly_seed_10068,f155f24ffef7b30da31bb32ddf686f76c675f03700faed1019d0bc15aa424299,10068,8,12,4,123,41.1908168229,41.105603287,41.105603287,0.997931249186,0.983449993485,3714.84267825,1117.52631769,56.40609563,1061.12022206,-0.220940199586,1,False,True,window_relief,
development,hourly_seed_10069,1076144b10a39d06af3cec7ed4c128a80ffb44e5b44fd0b09e2839d4559a881a,10069,8,12,1,63,41.1908168229,41.1168666969,41.1168666969,0.998204693869,0.985637550951,410.766464872,125.885123339,125.885123339,0,0,1,True,True,,
development,hourly_seed_10069,1076144b10a39d06af3cec7ed4c128a80ffb44e5b44fd0b09e2839d4559a881a,10069,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1378.19284613,410.023099915,87.0739797185,322.949120196,0,1,True,True,,
development,hourly_seed_10069,1076144b10a39d06af3cec7ed4c128a80ffb44e5b44fd0b09e2839d4559a881a,10069,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2504.53136046,747.50066447,111.738155048,635.762509421,-0.147319437905,1,False,True,window_relief,
development,hourly_seed_10069,1076144b10a39d06af3cec7ed4c128a80ffb44e5b44fd0b09e2839d4559a881a,10069,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3657.44672571,1096.89366203,69.9282124912,1026.96544954,-0.114478093406,1,False,True,window_relief,
development,hourly_seed_10070,867632e21e7b4faf68986ebcaaef0c4a7ce5f1fc95b5768fdc52d9b739c9de04,10070,8,12,1,63,41.1908168229,40.8626750451,40.8626750451,0.992033618096,0.949999999218,544.617633404,165.083769761,165.083769761,0,0,1,True,True,,
development,hourly_seed_10070,867632e21e7b4faf68986ebcaaef0c4a7ce5f1fc95b5768fdc52d9b739c9de04,10070,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,2047.01296631,611.446642462,179.197545233,432.249097229,0,1,True,True,,
development,hourly_seed_10070,867632e21e7b4faf68986ebcaaef0c4a7ce5f1fc95b5768fdc52d9b739c9de04,10070,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,3022.91414683,908.292804732,119.814637024,788.478167708,0,1,True,True,,
development,hourly_seed_10070,867632e21e7b4faf68986ebcaaef0c4a7ce5f1fc95b5768fdc52d9b739c9de04,10070,8,12,4,123,41.1908168229,41.1348969132,41.1348969132,0.998642418044,0.989139344354,3904.62717095,1174.28605242,58.3967346494,1115.88931777,0,1,True,True,,
development,hourly_seed_10071,ed0fb7b74b0b638039b7f75e526eaf77d5fb8b2cc63bc48a0341d5a3f392285e,10071,8,12,1,63,41.1908168229,41.1053079438,41.1053079438,0.997924079061,0.983392632488,324.396927254,98.9520005406,98.9520005406,0,0,1,True,True,,
development,hourly_seed_10071,ed0fb7b74b0b638039b7f75e526eaf77d5fb8b2cc63bc48a0341d5a3f392285e,10071,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1562.9804592,465.513279035,142.478946761,323.034332274,0,1,True,True,,
development,hourly_seed_10071,ed0fb7b74b0b638039b7f75e526eaf77d5fb8b2cc63bc48a0341d5a3f392285e,10071,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2485.29937309,740.118931439,94.2248991292,645.89403231,0,1,True,True,,
development,hourly_seed_10071,ed0fb7b74b0b638039b7f75e526eaf77d5fb8b2cc63bc48a0341d5a3f392285e,10071,8,12,4,123,41.1908168229,41.0078273212,41.0181719815,0.995557517043,0.966469256073,3595.99886489,1080.53576217,49.232350877,1031.30341129,0,0.99974780299,True,True,,
development,hourly_seed_10072,1afa88f0722d109885f0e88936b13e7de69bdcae8ff47b8679f66d8795ecaf6c,10072,8,12,1,63,41.1908168229,40.969319578,40.969319578,0.994622654709,0.968658673401,560.446744906,169.152581566,169.152581566,0,0,1,True,True,,
development,hourly_seed_10072,1afa88f0722d109885f0e88936b13e7de69bdcae8ff47b8679f66d8795ecaf6c,10072,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1817.71135805,541.949968938,161.211355675,380.738613263,0,1,True,True,,
development,hourly_seed_10072,1afa88f0722d109885f0e88936b13e7de69bdcae8ff47b8679f66d8795ecaf6c,10072,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2660.9664156,793.02179014,97.1755142117,695.846275928,0,1,True,True,,
development,hourly_seed_10072,1afa88f0722d109885f0e88936b13e7de69bdcae8ff47b8679f66d8795ecaf6c,10072,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3848.43064659,1155.05044399,91.3616032957,1063.68884069,0,1,True,True,,
development,hourly_seed_10073,a90f43cde2c9b53b9698b143a63f002f203c7565a5a93b47424f3bd832288adc,10073,8,12,1,63,41.1908168229,40.850413132,40.850413132,0.991735932494,0.953499861659,226.181993251,70.2412924043,70.2412924043,0,0,1,True,True,,
development,hourly_seed_10073,a90f43cde2c9b53b9698b143a63f002f203c7565a5a93b47424f3bd832288adc,10073,8,12,2,83,41.1908168229,41.1908168229,41.1908168229,1,1,1596.2923499,475.966887192,164.25222828,311.714658912,0,1,True,True,,
development,hourly_seed_10073,a90f43cde2c9b53b9698b143a63f002f203c7565a5a93b47424f3bd832288adc,10073,8,12,3,103,41.1908168229,41.1908168229,41.1908168229,1,1,2698.99896573,806.294930671,170.228401326,636.066529345,0,1,True,True,,
development,hourly_seed_10073,a90f43cde2c9b53b9698b143a63f002f203c7565a5a93b47424f3bd832288adc,10073,8,12,4,123,41.1908168229,41.1908168229,41.1908168229,1,1,3825.51393742,1148.24728156,94.5991596859,1053.64812188,-0.433826118856,1,False,True,window_relief,
development,hourly_seed_10074,880889926aabef2f78ef3e6697d3659f5d22ca9178f57076ea6924786a328dba,10074,8,12,1,63,41.1908168229,41.1908168229,41.1908168229,1,1,662.695615071,199.309488448,199.309488448,0,0,1,True,True,,
