evaluation_split,scenario_id,scenario_hash,episode_seed,dc_operation,pv_enabled,bess_enabled,pcc_capacity_kw,reference_mix_operating_peak_kw,hosting_dc_peak_kw,hosting_scale_of_reference_mix,minimum_background_gross_headroom_kw,maximum_pcc_power_kw,total_pv_available_kwh,total_pv_used_kwh,total_pv_curtailed_kwh,total_bess_charge_kwh,total_bess_discharge_kwh,terminal_soc_deviation_kwh,hosting_status
validation,hourly_seed_20005,2ff7083b833a8bd214641c67e6d51a44824091e7705e6a00f39cbd3ef4c58b85,20005,rigid,True,True,1000,201.000783984,646.666027198,3.21723136786,450.821108886,1000,28488.8331931,9573.59462509,18915.238568,461.11632151,416.157480163,0,optimal
validation,hourly_seed_20006,20538feb278c0470c766f06c689d2a3dd425be3d63ab46475fb6600b2bbc2ab7,20006,flexible,False,False,1000,201.000783984,736.565059042,3.66448848827,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20006,20538feb278c0470c766f06c689d2a3dd425be3d63ab46475fb6600b2bbc2ab7,20006,rigid,False,False,1000,201.000783984,416.865421892,2.07394923358,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20006,20538feb278c0470c766f06c689d2a3dd425be3d63ab46475fb6600b2bbc2ab7,20006,flexible,False,True,1000,201.000783984,742.153315696,3.69229065174,364.185736642,1000,0,0,0,641.161376652,578.648142428,0,optimal
validation,hourly_seed_20006,20538feb278c0470c766f06c689d2a3dd425be3d63ab46475fb6600b2bbc2ab7,20006,rigid,False,True,1000,201.000783984,497.213662538,2.4736901652,364.185736642,1000,0,0,0,833.4658911,752.202966718,0,optimal
validation,hourly_seed_20006,20538feb278c0470c766f06c689d2a3dd425be3d63ab46475fb6600b2bbc2ab7,20006,flexible,True,False,1000,201.000783984,908.482705938,4.5197968283,364.185736642,1000,31160.9994888,29323.2897224,1837.70976636,0,0,0,optimal
validation,hourly_seed_20006,20538feb278c0470c766f06c689d2a3dd425be3d63ab46475fb6600b2bbc2ab7,20006,rigid,True,False,1000,201.000783984,571.121847964,2.84139114606,364.185736642,1000,31160.9994888,15583.7489498,15577.250539,0,0,0,optimal
validation,hourly_seed_20006,20538feb278c0470c766f06c689d2a3dd425be3d63ab46475fb6600b2bbc2ab7,20006,flexible,True,True,1000,201.000783984,915.79202857,4.55616147568,364.185736642,1000,31160.9994888,28049.0702217,3111.92926713,952.202882064,859.363101063,0,optimal
validation,hourly_seed_20006,20538feb278c0470c766f06c689d2a3dd425be3d63ab46475fb6600b2bbc2ab7,20006,rigid,True,True,1000,201.000783984,678.165259186,3.37394335358,364.185736642,1000,31160.9994888,14904.3278849,16256.6716039,822.397140612,742.213419403,0,optimal
validation,hourly_seed_20007,f829e9c34dde1c1ec1d1be2ee6fbc84597a7245a833550135a208c5c534cce6f,20007,flexible,False,False,1000,201.000783984,774.181721452,3.8516353325,380.724885376,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20007,f829e9c34dde1c1ec1d1be2ee6fbc84597a7245a833550135a208c5c534cce6f,20007,rigid,False,False,1000,201.000783984,457.893908403,2.27807026086,380.724885376,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20007,f829e9c34dde1c1ec1d1be2ee6fbc84597a7245a833550135a208c5c534cce6f,20007,flexible,False,True,1000,201.000783984,775.963795463,3.86050133777,380.724885376,1000,0,0,0,354.254625313,319.714799345,0,optimal
validation,hourly_seed_20007,f829e9c34dde1c1ec1d1be2ee6fbc84597a7245a833550135a208c5c534cce6f,20007,rigid,False,True,1000,201.000783984,535.798551995,2.66565404062,380.724885376,1000,0,0,0,727.594103818,656.653678695,0,optimal
validation,hourly_seed_20007,f829e9c34dde1c1ec1d1be2ee6fbc84597a7245a833550135a208c5c534cce6f,20007,flexible,True,False,1000,201.000783984,899.366182072,4.47444116508,380.724885376,1000,24293.9277134,24293.9277134,0,0,0,0,optimal
validation,hourly_seed_20007,f829e9c34dde1c1ec1d1be2ee6fbc84597a7245a833550135a208c5c534cce6f,20007,rigid,True,False,1000,201.000783984,579.449221993,2.88282070601,380.724885376,1000,24293.9277134,12315.2525542,11978.6751591,0,0,0,optimal
validation,hourly_seed_20007,f829e9c34dde1c1ec1d1be2ee6fbc84597a7245a833550135a208c5c534cce6f,20007,flexible,True,True,1000,201.000783984,900.766799104,4.48140938184,380.724885376,1000,24293.9277134,20628.0008268,3665.92688657,215.129116088,194.154027269,0,optimal
validation,hourly_seed_20007,f829e9c34dde1c1ec1d1be2ee6fbc84597a7245a833550135a208c5c534cce6f,20007,rigid,True,True,1000,201.000783984,680.032383351,3.38323249229,380.724885376,1000,24293.9277134,17145.5744493,7148.35326405,702.649832822,634.141474122,0,optimal
validation,hourly_seed_20008,740914c162e17be60f77ac5579a0598a3eb8571fb4731a6d50678d3e6c79cbac,20008,flexible,False,False,1000,201.000783984,706.188360328,3.51336122343,391.732261938,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20008,740914c162e17be60f77ac5579a0598a3eb8571fb4731a6d50678d3e6c79cbac,20008,rigid,False,False,1000,201.000783984,397.52801102,1.97774358458,391.732261938,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20008,740914c162e17be60f77ac5579a0598a3eb8571fb4731a6d50678d3e6c79cbac,20008,flexible,False,True,1000,201.000783984,717.299484208,3.5686402311,391.732261938,1000,0,0,0,1123.97592729,1014.38827438,0,optimal
validation,hourly_seed_20008,740914c162e17be60f77ac5579a0598a3eb8571fb4731a6d50678d3e6c79cbac,20008,rigid,False,True,1000,201.000783984,457.012235435,2.27368384529,391.732261938,1000,0,0,0,613.911679866,554.055291079,0,optimal
validation,hourly_seed_20008,740914c162e17be60f77ac5579a0598a3eb8571fb4731a6d50678d3e6c79cbac,20008,flexible,True,False,1000,201.000783984,884.133197898,4.39865546976,391.732261938,1000,29780.4316831,29528.4015985,252.0300846,0,0,0,optimal
validation,hourly_seed_20008,740914c162e17be60f77ac5579a0598a3eb8571fb4731a6d50678d3e6c79cbac,20008,rigid,True,False,1000,201.000783984,506.027269422,2.51753878463,391.732261938,1000,29780.4316831,14808.2469348,14972.1847482,0,0,0,optimal
validation,hourly_seed_20008,740914c162e17be60f77ac5579a0598a3eb8571fb4731a6d50678d3e6c79cbac,20008,flexible,True,True,1000,201.000783984,891.185146195,4.43373965281,391.732261938,1000,29780.4316831,27407.338654,2373.09302905,906.722447794,818.317009134,0,optimal
validation,hourly_seed_20008,740914c162e17be60f77ac5579a0598a3eb8571fb4731a6d50678d3e6c79cbac,20008,rigid,True,True,1000,201.000783984,606.41779996,3.01699221237,391.732261938,1000,29780.4316831,15341.7304774,14438.7012057,542.761543467,489.842292979,0,optimal
validation,hourly_seed_20009,8b94571a28818a8848ae7ab064f622baea7f13c3405976b167989267b691defd,20009,flexible,False,False,1000,201.000783984,770.476057737,3.83319926652,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20009,8b94571a28818a8848ae7ab064f622baea7f13c3405976b167989267b691defd,20009,rigid,False,False,1000,201.000783984,430.200669522,2.14029349038,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20009,8b94571a28818a8848ae7ab064f622baea7f13c3405976b167989267b691defd,20009,flexible,False,True,1000,201.000783984,773.007656234,3.84579423479,427.229113711,1000,0,0,0,374.055558576,337.585141615,0,optimal
validation,hourly_seed_20009,8b94571a28818a8848ae7ab064f622baea7f13c3405976b167989267b691defd,20009,rigid,False,True,1000,201.000783984,479.546393426,2.38579364678,427.229113711,1000,0,0,0,691.907609342,624.446617431,0,optimal
validation,hourly_seed_20009,8b94571a28818a8848ae7ab064f622baea7f13c3405976b167989267b691defd,20009,flexible,True,False,1000,201.000783984,915.97615303,4.5570775142,427.229113711,1000,24951.6282621,22968.8349373,1982.79332479,0,0,0,optimal
validation,hourly_seed_20009,8b94571a28818a8848ae7ab064f622baea7f13c3405976b167989267b691defd,20009,rigid,True,False,1000,201.000783984,519.223303414,2.58319043897,427.229113711,1000,24951.6282621,7167.64387008,17783.984392,0,0,0,optimal
validation,hourly_seed_20009,8b94571a28818a8848ae7ab064f622baea7f13c3405976b167989267b691defd,20009,flexible,True,True,1000,201.000783984,921.393657327,4.58403016677,427.229113711,1000,24951.6282621,21028.2413668,3923.38689533,754.218516404,680.682211054,0,optimal
validation,hourly_seed_20009,8b94571a28818a8848ae7ab064f622baea7f13c3405976b167989267b691defd,20009,rigid,True,True,1000,201.000783984,619.890019148,3.08401791705,427.229113711,1000,24951.6282621,9801.46446767,15150.1637944,664.329206111,599.557108515,0,optimal
validation,hourly_seed_20010,bfb77b8b64135e6dada6ed9d48b2a7da8c3e1939a8e7bd4c6ffa34abf6d8b8a3,20010,flexible,False,False,1000,201.000783984,821.720206948,4.0881442881,497.158694529,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20010,bfb77b8b64135e6dada6ed9d48b2a7da8c3e1939a8e7bd4c6ffa34abf6d8b8a3,20010,rigid,False,False,1000,201.000783984,498.04686217,2.47783542083,497.158694529,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20010,bfb77b8b64135e6dada6ed9d48b2a7da8c3e1939a8e7bd4c6ffa34abf6d8b8a3,20010,flexible,False,True,1000,201.000783984,823.425839367,4.09662998843,497.158694529,1000,0,0,0,315.789473684,285,0,optimal
validation,hourly_seed_20010,bfb77b8b64135e6dada6ed9d48b2a7da8c3e1939a8e7bd4c6ffa34abf6d8b8a3,20010,rigid,False,True,1000,201.000783984,542.625281115,2.69961773461,497.158694529,1000,0,0,0,429.593514158,387.708146527,0,optimal
validation,hourly_seed_20010,bfb77b8b64135e6dada6ed9d48b2a7da8c3e1939a8e7bd4c6ffa34abf6d8b8a3,20010,flexible,True,False,1000,201.000783984,966.471112673,4.80829523904,497.158694529,1000,25870.438597,23541.5861035,2328.85249347,0,0,0,optimal
validation,hourly_seed_20010,bfb77b8b64135e6dada6ed9d48b2a7da8c3e1939a8e7bd4c6ffa34abf6d8b8a3,20010,rigid,True,False,1000,201.000783984,609.171235384,3.03069084264,497.158694529,1000,25870.438597,7582.70838357,18287.7302134,0,0,0,optimal
validation,hourly_seed_20010,bfb77b8b64135e6dada6ed9d48b2a7da8c3e1939a8e7bd4c6ffa34abf6d8b8a3,20010,flexible,True,True,1000,201.000783984,967.396854498,4.8129009018,497.158694529,1000,25870.438597,21510.5470424,4359.8915545,128.675402494,116.129550751,0,optimal
validation,hourly_seed_20010,bfb77b8b64135e6dada6ed9d48b2a7da8c3e1939a8e7bd4c6ffa34abf6d8b8a3,20010,rigid,True,True,1000,201.000783984,709.738298602,3.53102253899,497.158694529,1000,25870.438597,10064.1877828,15806.2508142,450.798751707,406.845873416,0,optimal
validation,hourly_seed_20011,71ae138c0a49409767ff16ce1b47e6655ed41fe8f8cc82d7ca209a3a43de8f9f,20011,flexible,False,False,1000,201.000783984,776.595253403,3.86364290731,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20011,71ae138c0a49409767ff16ce1b47e6655ed41fe8f8cc82d7ca209a3a43de8f9f,20011,rigid,False,False,1000,201.000783984,441.06539351,2.19434663272,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20011,71ae138c0a49409767ff16ce1b47e6655ed41fe8f8cc82d7ca209a3a43de8f9f,20011,flexible,False,True,1000,201.000783984,778.998656921,3.8756000921,427.229113711,1000,0,0,0,381.71988333,344.502194705,0,optimal
validation,hourly_seed_20011,71ae138c0a49409767ff16ce1b47e6655ed41fe8f8cc82d7ca209a3a43de8f9f,20011,rigid,False,True,1000,201.000783984,499.021892949,2.48268630131,427.229113711,1000,0,0,0,727.259465646,656.351667746,0,optimal
validation,hourly_seed_20011,71ae138c0a49409767ff16ce1b47e6655ed41fe8f8cc82d7ca209a3a43de8f9f,20011,flexible,True,False,1000,201.000783984,943.126376736,4.69215272718,427.229113711,1000,27498.2480306,25858.8682653,1639.37976537,0,0,0,optimal
validation,hourly_seed_20011,71ae138c0a49409767ff16ce1b47e6655ed41fe8f8cc82d7ca209a3a43de8f9f,20011,rigid,True,False,1000,201.000783984,574.71835538,2.859284148,427.229113711,1000,27498.2480306,13610.7253011,13887.5227296,0,0,0,optimal
validation,hourly_seed_20011,71ae138c0a49409767ff16ce1b47e6655ed41fe8f8cc82d7ca209a3a43de8f9f,20011,flexible,True,True,1000,201.000783984,946.226102677,4.70757418912,427.229113711,1000,27498.2480306,25815.1744883,1683.07354238,566.486680854,511.254229471,0,optimal
validation,hourly_seed_20011,71ae138c0a49409767ff16ce1b47e6655ed41fe8f8cc82d7ca209a3a43de8f9f,20011,rigid,True,True,1000,201.000783984,653.14875523,3.24948362033,427.229113711,1000,27498.2480306,10276.7145893,17221.5334413,854.866586178,771.517094025,0,optimal
validation,hourly_seed_20012,324eb1bcc2dcdc9b97f8eb6f95b1ca7b82dd1341a5e54094787d8b2ea631180c,20012,flexible,False,False,1000,201.000783984,777.089952076,3.86610408514,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20012,324eb1bcc2dcdc9b97f8eb6f95b1ca7b82dd1341a5e54094787d8b2ea631180c,20012,rigid,False,False,1000,201.000783984,431.654758485,2.14752773561,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20012,324eb1bcc2dcdc9b97f8eb6f95b1ca7b82dd1341a5e54094787d8b2ea631180c,20012,flexible,False,True,1000,201.000783984,779.528754829,3.87823738484,427.229113711,1000,0,0,0,383.323179011,345.949169057,0,optimal
validation,hourly_seed_20012,324eb1bcc2dcdc9b97f8eb6f95b1ca7b82dd1341a5e54094787d8b2ea631180c,20012,rigid,False,True,1000,201.000783984,500.424904069,2.48966642891,427.229113711,1000,0,0,0,541.558487885,488.756535316,0,optimal
validation,hourly_seed_20012,324eb1bcc2dcdc9b97f8eb6f95b1ca7b82dd1341a5e54094787d8b2ea631180c,20012,flexible,True,False,1000,201.000783984,943.334793247,4.6931896212,427.229113711,1000,27498.2480306,25735.5030065,1762.74502411,0,0,0,optimal
validation,hourly_seed_20012,324eb1bcc2dcdc9b97f8eb6f95b1ca7b82dd1341a5e54094787d8b2ea631180c,20012,rigid,True,False,1000,201.000783984,553.850885754,2.75546629608,427.229113711,1000,27498.2480306,12506.1853671,14992.0626636,0,0,0,optimal
validation,hourly_seed_20012,324eb1bcc2dcdc9b97f8eb6f95b1ca7b82dd1341a5e54094787d8b2ea631180c,20012,flexible,True,True,1000,201.000783984,945.700382409,4.70495867561,427.229113711,1000,27498.2480306,25661.2640992,1836.98393144,405.383355162,365.858478034,0,optimal
validation,hourly_seed_20012,324eb1bcc2dcdc9b97f8eb6f95b1ca7b82dd1341a5e54094787d8b2ea631180c,20012,rigid,True,True,1000,201.000783984,655.159235214,3.2594859693,427.229113711,1000,27498.2480306,10512.2058265,16986.0422041,487.850106189,440.284720836,0,optimal
validation,hourly_seed_20013,46aa0a02d7df46a81923d5b5c333bacea143c01a96e21e86a18f9f4e0ba573bf,20013,flexible,False,False,1000,201.000783984,742.414234195,3.69358874866,365.140145433,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20013,46aa0a02d7df46a81923d5b5c333bacea143c01a96e21e86a18f9f4e0ba573bf,20013,rigid,False,False,1000,201.000783984,364.156670872,1.81171766425,365.140145433,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20013,46aa0a02d7df46a81923d5b5c333bacea143c01a96e21e86a18f9f4e0ba573bf,20013,flexible,False,True,1000,201.000783984,745.220637645,3.70755090042,365.140145433,1000,0,0,0,306.459073204,276.579313567,0,optimal
validation,hourly_seed_20013,46aa0a02d7df46a81923d5b5c333bacea143c01a96e21e86a18f9f4e0ba573bf,20013,rigid,False,True,1000,201.000783984,419.192474081,2.08552656249,365.140145433,1000,0,0,0,493.991477234,445.827308203,0,optimal
validation,hourly_seed_20013,46aa0a02d7df46a81923d5b5c333bacea143c01a96e21e86a18f9f4e0ba573bf,20013,flexible,True,False,1000,201.000783984,904.743533399,4.50119405241,365.140145433,1000,24815.7887675,24815.7887675,0,0,0,0,optimal
validation,hourly_seed_20013,46aa0a02d7df46a81923d5b5c333bacea143c01a96e21e86a18f9f4e0ba573bf,20013,rigid,True,False,1000,201.000783984,524.064229805,2.60727455594,365.140145433,1000,24815.7887675,10690.3447068,14125.4440607,0,0,0,optimal
validation,hourly_seed_20013,46aa0a02d7df46a81923d5b5c333bacea143c01a96e21e86a18f9f4e0ba573bf,20013,flexible,True,True,1000,201.000783984,906.160490696,4.50824356371,365.140145433,1000,24815.7887675,22186.1556773,2629.6330902,220.9667162,199.422461371,0,optimal
validation,hourly_seed_20013,46aa0a02d7df46a81923d5b5c333bacea143c01a96e21e86a18f9f4e0ba573bf,20013,rigid,True,True,1000,201.000783984,624.957870531,3.10923100967,365.140145433,1000,24815.7887675,12973.5492922,11842.2394753,550.09661882,496.462198485,0,optimal
validation,hourly_seed_20014,13a5bd2d3c56f52b07c16191357b778eb418d90756c8d14b00e08fd27a8caf22,20014,flexible,False,False,1000,201.000783984,782.487831597,3.89295910239,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20014,13a5bd2d3c56f52b07c16191357b778eb418d90756c8d14b00e08fd27a8caf22,20014,rigid,False,False,1000,201.000783984,427.446981273,2.12659360228,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20014,13a5bd2d3c56f52b07c16191357b778eb418d90756c8d14b00e08fd27a8caf22,20014,flexible,False,True,1000,201.000783984,785.169381961,3.90630009694,427.229113711,1000,0,0,0,539.926999674,487.284117206,0,optimal
validation,hourly_seed_20014,13a5bd2d3c56f52b07c16191357b778eb418d90756c8d14b00e08fd27a8caf22,20014,rigid,False,True,1000,201.000783984,501.228877631,2.49366628178,427.229113711,1000,0,0,0,678.503799565,612.349679107,0,optimal
validation,hourly_seed_20014,13a5bd2d3c56f52b07c16191357b778eb418d90756c8d14b00e08fd27a8caf22,20014,flexible,True,False,1000,201.000783984,944.631254186,4.69963965046,427.229113711,1000,27300.7475834,25243.2799613,2057.46762215,0,0,0,optimal
validation,hourly_seed_20014,13a5bd2d3c56f52b07c16191357b778eb418d90756c8d14b00e08fd27a8caf22,20014,rigid,True,False,1000,201.000783984,572.844912132,2.84996357118,427.229113711,1000,27300.7475834,13975.0139978,13325.7335856,0,0,0,optimal
validation,hourly_seed_20014,13a5bd2d3c56f52b07c16191357b778eb418d90756c8d14b00e08fd27a8caf22,20014,flexible,True,True,1000,201.000783984,947.893709909,4.71587071016,427.229113711,1000,27300.7475834,23710.2095438,3590.53803965,486.081230089,438.688310155,0,optimal
validation,hourly_seed_20014,13a5bd2d3c56f52b07c16191357b778eb418d90756c8d14b00e08fd27a8caf22,20014,rigid,True,True,1000,201.000783984,672.495637521,3.34573639063,427.229113711,1000,27300.7475834,10512.2290844,16788.518499,674.220200664,608.483731099,0,optimal
validation,hourly_seed_20015,b88d99b8a9f62d7a26080c6b013b2ea8755a21ad6860ade485dbf6ad24c740c3,20015,flexible,False,False,1000,201.000783984,719.334448752,3.57876439332,393.510110093,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20015,b88d99b8a9f62d7a26080c6b013b2ea8755a21ad6860ade485dbf6ad24c740c3,20015,rigid,False,False,1000,201.000783984,392.349838802,1.95198163423,393.510110093,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20015,b88d99b8a9f62d7a26080c6b013b2ea8755a21ad6860ade485dbf6ad24c740c3,20015,flexible,False,True,1000,201.000783984,726.612323245,3.6149725829,393.510110093,1000,0,0,0,735.3157351,663.622450927,0,optimal
validation,hourly_seed_20015,b88d99b8a9f62d7a26080c6b013b2ea8755a21ad6860ade485dbf6ad24c740c3,20015,rigid,False,True,1000,201.000783984,450.757925985,2.24256799924,393.510110093,1000,0,0,0,502.093493203,453.139377615,0,optimal
validation,hourly_seed_20015,b88d99b8a9f62d7a26080c6b013b2ea8755a21ad6860ade485dbf6ad24c740c3,20015,flexible,True,False,1000,201.000783984,899.237980829,4.47380335044,393.510110093,1000,30304.4347678,29424.7616928,879.673075006,0,0,0,optimal
validation,hourly_seed_20015,b88d99b8a9f62d7a26080c6b013b2ea8755a21ad6860ade485dbf6ad24c740c3,20015,rigid,True,False,1000,201.000783984,553.158975117,2.75202396803,393.510110093,1000,30304.4347678,18041.2758666,12263.1589012,0,0,0,optimal
validation,hourly_seed_20015,b88d99b8a9f62d7a26080c6b013b2ea8755a21ad6860ade485dbf6ad24c740c3,20015,flexible,True,True,1000,201.000783984,903.251677441,4.49377191242,393.510110093,1000,30304.4347678,25895.4701964,4408.96457142,650.191082348,586.797451819,0,optimal
validation,hourly_seed_20015,b88d99b8a9f62d7a26080c6b013b2ea8755a21ad6860ade485dbf6ad24c740c3,20015,rigid,True,True,1000,201.000783984,643.687461105,3.20241268888,393.510110093,1000,30304.4347678,14951.1119256,15353.3228421,688.756620509,621.60285001,0,optimal
validation,hourly_seed_20016,fcdfbaffdb204e998fb10c34da1b43bcfcb11895d80984065066bb843205ec0f,20016,flexible,False,False,1000,201.000783984,672.928674038,3.34789079276,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20016,fcdfbaffdb204e998fb10c34da1b43bcfcb11895d80984065066bb843205ec0f,20016,rigid,False,False,1000,201.000783984,361.439300282,1.79819846032,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20016,fcdfbaffdb204e998fb10c34da1b43bcfcb11895d80984065066bb843205ec0f,20016,flexible,False,True,1000,201.000783984,689.847314399,3.43206280456,364.185736642,1000,0,0,0,1536.14140842,1386.3676211,0,optimal
validation,hourly_seed_20016,fcdfbaffdb204e998fb10c34da1b43bcfcb11895d80984065066bb843205ec0f,20016,rigid,False,True,1000,201.000783984,421.453138557,2.09677360557,364.185736642,1000,0,0,0,598.692292237,540.319793744,0,optimal
validation,hourly_seed_20016,fcdfbaffdb204e998fb10c34da1b43bcfcb11895d80984065066bb843205ec0f,20016,flexible,True,False,1000,201.000783984,879.859797868,4.37739485602,364.185736642,1000,32051.8876071,31693.3843335,358.503273552,0,0,0,optimal
validation,hourly_seed_20016,fcdfbaffdb204e998fb10c34da1b43bcfcb11895d80984065066bb843205ec0f,20016,rigid,True,False,1000,201.000783984,503.659014108,2.50575646584,364.185736642,1000,32051.8876071,17911.0481475,14140.8394595,0,0,0,optimal
validation,hourly_seed_20016,fcdfbaffdb204e998fb10c34da1b43bcfcb11895d80984065066bb843205ec0f,20016,flexible,True,True,1000,201.000783984,887.002631763,4.41293120446,364.185736642,1000,32051.8876071,31517.3767492,534.51085785,883.646446895,797.490918322,0,optimal
validation,hourly_seed_20016,fcdfbaffdb204e998fb10c34da1b43bcfcb11895d80984065066bb843205ec0f,20016,rigid,True,True,1000,201.000783984,601.126963707,2.99066974661,364.185736642,1000,32051.8876071,15309.3099018,16742.5777053,685.344939298,618.523807716,0,optimal
validation,hourly_seed_20017,2f5d41ef67d7b46fba35da20232abfb356853a55ca8813c568bcfb61789eb0b3,20017,flexible,False,False,1000,201.000783984,739.649798657,3.67983539167,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20017,2f5d41ef67d7b46fba35da20232abfb356853a55ca8813c568bcfb61789eb0b3,20017,rigid,False,False,1000,201.000783984,454.596080406,2.26166322039,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20017,2f5d41ef67d7b46fba35da20232abfb356853a55ca8813c568bcfb61789eb0b3,20017,flexible,False,True,1000,201.000783984,744.615573854,3.70454064455,364.185736642,1000,0,0,0,601.67933053,543.015595803,0,optimal
validation,hourly_seed_20017,2f5d41ef67d7b46fba35da20232abfb356853a55ca8813c568bcfb61789eb0b3,20017,rigid,False,True,1000,201.000783984,526.452398078,2.61915594379,364.185736642,1000,0,0,0,1311.86948881,1183.96221365,0,optimal
validation,hourly_seed_20017,2f5d41ef67d7b46fba35da20232abfb356853a55ca8813c568bcfb61789eb0b3,20017,flexible,True,False,1000,201.000783984,912.237575308,4.53847769758,364.185736642,1000,31160.9994888,29317.5058353,1843.49365346,0,0,0,optimal
validation,hourly_seed_20017,2f5d41ef67d7b46fba35da20232abfb356853a55ca8813c568bcfb61789eb0b3,20017,rigid,True,False,1000,201.000783984,562.884663132,2.80041028684,364.185736642,1000,31160.9994888,15958.2880267,15202.7114621,0,0,0,optimal
validation,hourly_seed_20017,2f5d41ef67d7b46fba35da20232abfb356853a55ca8813c568bcfb61789eb0b3,20017,flexible,True,True,1000,201.000783984,918.614661469,4.57020437065,364.185736642,1000,31160.9994888,28343.0544842,2817.94500462,846.931289721,764.355488973,0,optimal
validation,hourly_seed_20017,2f5d41ef67d7b46fba35da20232abfb356853a55ca8813c568bcfb61789eb0b3,20017,rigid,True,True,1000,201.000783984,663.987523608,3.30340763079,364.185736642,1000,31160.9994888,13698.3655206,17462.6339682,704.501851161,635.812920673,0,optimal
validation,hourly_seed_20018,8e763f3271a7a4097ce6d5765e7d72366ebd1a38bb9b8d4a77586cae7b5586a8,20018,flexible,False,False,1000,201.000783984,692.539568506,3.44545705135,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20018,8e763f3271a7a4097ce6d5765e7d72366ebd1a38bb9b8d4a77586cae7b5586a8,20018,rigid,False,False,1000,201.000783984,361.892865417,1.80045499447,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20018,8e763f3271a7a4097ce6d5765e7d72366ebd1a38bb9b8d4a77586cae7b5586a8,20018,flexible,False,True,1000,201.000783984,704.811225506,3.50650983313,364.185736642,1000,0,0,0,1188.42645914,1072.55487938,0,optimal
validation,hourly_seed_20018,8e763f3271a7a4097ce6d5765e7d72366ebd1a38bb9b8d4a77586cae7b5586a8,20018,rigid,False,True,1000,201.000783984,426.060610709,2.11969626319,364.185736642,1000,0,0,0,586.349741681,529.180641867,0,optimal
validation,hourly_seed_20018,8e763f3271a7a4097ce6d5765e7d72366ebd1a38bb9b8d4a77586cae7b5586a8,20018,flexible,True,False,1000,201.000783984,882.942876397,4.39273349534,364.185736642,1000,32520.3060582,31357.1431332,1163.16292495,0,0,0,optimal
validation,hourly_seed_20018,8e763f3271a7a4097ce6d5765e7d72366ebd1a38bb9b8d4a77586cae7b5586a8,20018,rigid,True,False,1000,201.000783984,460.582942202,2.29144848628,364.185736642,1000,32520.3060582,14966.2656028,17554.0404554,0,0,0,optimal
validation,hourly_seed_20018,8e763f3271a7a4097ce6d5765e7d72366ebd1a38bb9b8d4a77586cae7b5586a8,20018,flexible,True,True,1000,201.000783984,890.856547351,4.43210483906,364.185736642,1000,32520.3060582,29207.616077,3312.68998114,1110.63111014,1002.3445769,0,optimal
validation,hourly_seed_20018,8e763f3271a7a4097ce6d5765e7d72366ebd1a38bb9b8d4a77586cae7b5586a8,20018,rigid,True,True,1000,201.000783984,559.989466962,2.78600638198,364.185736642,1000,32520.3060582,14186.5964544,18333.7096038,513.863422064,463.761738412,0,optimal
validation,hourly_seed_20019,26b82610da5a7e89dd575868500cb0a5f1b0c96ed8feee76ef27a6a4055b6ad9,20019,flexible,False,False,1000,201.000783984,767.594576791,3.81886359633,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20019,26b82610da5a7e89dd575868500cb0a5f1b0c96ed8feee76ef27a6a4055b6ad9,20019,rigid,False,False,1000,201.000783984,427.792668526,2.12831343265,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20019,26b82610da5a7e89dd575868500cb0a5f1b0c96ed8feee76ef27a6a4055b6ad9,20019,flexible,False,True,1000,201.000783984,770.373334352,3.83268820689,427.229113711,1000,0,0,0,443.46836751,400.230201678,0,optimal
